"Alaska_AK","341"
"Alabama_AL","567"
"Arkansas_AR","316"
"Arizona_AZ","407"
"California_CA","1674"
"Colorado_CO","682"
"Connecticut_CT","283"
"Delaware_DE","66"
"Florida_FL","1060"
"Georgia_GA","1140"
"Hawaii_HI","179"
"Iowa_IA","874"
"Idaho_ID","334"
"Illinois_IL","1090"
"Indiana_IN","669"
"Kansas_KS","795"
"Kentucky_KY","1063"
"Louisiana_LA","309"
"Massachusetts_MA","595"
"Maryland_MD","358"
"Maine_ME","617"
"Michigan_MI","1027"
"Minnesota_MN","1517"
"Missouri_MO","953"
"Mississippi_MS","263"
"Montana_MT","557"
"North Carolina_NC","1303"
"North Dakota_ND","645"
"Nebraska_NE","382"
"New Hampshire_NH","263"
"New Jersey_NJ","653"
"New Mexico_NM","521"
"Nevada_NV","134"
"New York_NY","1118"
"Ohio_OH","1669"
"Oklahoma_OK","372"
"Oregon_OR","456"
"Pennsylvania_PA","1067"
"Rhode Island_RI","81"
"South Carolina_SC","693"
"South Dakota_SD","622"
"Tennessee_TN","688"
"Texas_TX","1648"
"Utah_UT","482"
"Virginia_VA","1093"
"Vermont_VT","293"
"Washington_WA","724"
"Wisconsin_WI","1389"
"West Virginia_WV","225"
"Wyoming_WY","214"
