"141","mohrdyadiclab","www.pdx.edu/mohr-dyadic-lab","mohr-dyadic-lab","","5"
"142","researchplanning","www.pdx.edu/research-planning","research-planning","","5"
"143","studentmedia","www.pdx.edu/student-media","student-media","","5"
"144","studentsuccess","www.pdx.edu/student-success","student-success","","5"
"145","seedbank","www.pdx.edu/seed-bank","seed-bank","","5"
"146","cleantechchallenge","www.pdx.edu/cleantech-challenge","cleantech-challenge","","5"
"147","surplus","www.pdx.edu/surplus","surplus","","5"
"148","internalaudit","www.pdx.edu/internal-audit","internal-audit","","5"
"149","internationalaffairs","www.pdx.edu/international-affairs","international-affairs","","5"
"150","agilerobotics","www.pdx.edu/agile-robotics","agile-robotics","","5"
