"91","turkishstudiescenter","ondeck.pdx.edu/turkish-studies-center","turkish-studies-center","","3"
"92","emergencymanagement","www.pdx.edu/emergency-management","emergency-management","","3"
"93","architectureengineeriningconst","ondeck.pdx.edu/architecture-engineering-construction-archives","architecture-engineering-construction-archives","","3"
"94","housing","www.pdx.edu/housing","housing","","4"
"95","governmentrelations","www.pdx.edu/government-relations","government-relations","","4"
"96","purchasingcontracting","www.pdx.edu/purchasing-contracting","purchasing-contracting","","4"
"97","universitycommunications","www.pdx.edu/university-communications","university-communications","","4"
"98","publicadministration","www.pdx.edu/public-administration","public-administration","","4"
"99","mcnairprogram","www.pdx.edu/mcnair-program","mcnair-program","","4"
"100","construction","www.pdx.edu/construction","construction","","4"
