"161","youthmentoring","www.pdx.edu/youth-mentoring","youth-mentoring","","5"
"162","foodcarts","ondeck.pdx.edu/food-carts","food-carts","","5"
"163","facultysenate","www.pdx.edu/faculty-senate","faculty-senate","","5"
"164","instituteonaging","www.pdx.edu/institute-on-aging","institute-on-aging","","5"
"165","digitalcity","www.pdx.edu/digital-city","digital-city","","5"
"166","internationalscholars","www.pdx.edu/international-scholars","international-scholars","","5"
"167","museumofart","www.pdx.edu/museum-of-art","museum-of-art","","5"
"168","risk","www.pdx.edu/risk","risk","","5"
"169","researchexperience","www.pdx.edu/research-experience","research-experience","","5"
"170","sustainability","www.pdx.edu/sustainability","sustainability","","5"
