"9017283","Battle Creek","49015,Michigan,United States","21155","US","Postal Code","Active","49018","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Battle Creek","MI","0"
"9017284","Battle Creek","49016,Michigan,United States","21155","US","Postal Code","Active","49018","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Battle Creek","MI","0"
"9017285","Battle Creek","49017,Michigan,United States","21155","US","Postal Code","Active","49018","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Battle Creek","MI","0"
"9017299","Battle Creek","49037,Michigan,United States","21155","US","Postal Code","Active","49018","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Battle Creek","MI","0"
"9018197","Battle Creek","51006,Iowa,United States","21145","US","Postal Code","Active","49018","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Battle Creek","MI","0"
"9024806","Battle Creek","68715,Nebraska,United States","21162","US","Postal Code","Active","49018","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Battle Creek","MI","0"
"1019155","Benton Harbor","Benton Harbor,Michigan,United States","21155","US","City","Active","49023","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Benton Harbor","MI","0"
"9017287","Benton Harbor","49022,Michigan,United States","21155","US","Postal Code","Active","49023","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Benton Harbor","MI","0"
"1022829","Comstock","Comstock,New York,United States","21167","US","City","Active","49041","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Comstock","MI","0"
"9004951","Comstock","12821,New York,United States","21167","US","Postal Code","Active","49041","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Comstock","MI","0"
"9019363","Comstock","54826,Wisconsin,United States","21182","US","Postal Code","Active","49041","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Comstock","MI","0"
"9024891","Comstock","68828,Nebraska,United States","21162","US","Postal Code","Active","49041","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Comstock","MI","0"
"9028334","Comstock","78837,Texas,United States","21176","US","Postal Code","Active","49041","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Comstock","MI","0"
"9053523","Comstock","56525,Minnesota,United States","21156","US","Postal Code","Active","49041","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Comstock","MI","0"
"9005597","Kendall","14476,New York,United States","21167","US","Postal Code","Active","49062","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Kendall","MI","0"
"9019278","Kendall","54638,Wisconsin,United States","21182","US","Postal Code","Active","49062","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Kendall","MI","0"
"9024490","Kendall","67857,Kansas,United States","21149","US","Postal Code","Active","49062","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Kendall","MI","0"
"9052220","Kendall","Kendall,Florida,United States","21142","US","City","Active","49062","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Kendall","MI","0"
"1025128","Nazareth","Nazareth,Pennsylvania,United States","21171","US","City","Active","49074","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Nazareth","MI","175"
"9006961","Nazareth","18064,Pennsylvania,United States","21171","US","Postal Code","Active","49074","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Nazareth","MI","175"
