"191","studentcommunityengagement","www.pdx.edu/student-community-engagement","student-community-engagement","","5"
"192","centerclimateaerosolresearch","www.pdx.edu/center-climate-aerosol-research","center-climate-aerosol-research","","5"
"193","confuciusinstitute","www.pdx.edu/confucius-institute","confucius-institute","","5"
"194","accelerator","www.pdx.edu/accelerator","accelerator","","5"
"195","fellowships","www.pdx.edu/fellowships","fellowships","","5"
"196","currently","www.pdx.edu/currently","currently","","5"
"197","psumagazine","www.pdx.edu/magazine","magazine","","5"
"198","microbialecology","www.pdx.edu/microbial-ecology","microbial-ecology","","5"
"199","fireprevention","www.pdx.edu/fire-prevention","fire-prevention","","5"
"200","landscapeassessmentmapping","www.pdx.edu/landscape-assessment-mapping","landscape-assessment-mapping","","5"
