"9016913","Whittaker","48190,Michigan,United States","21155","US","Postal Code","Active","48190","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Whittaker","MI","72","yes"
"9016914","Willis","48191,Michigan,United States","21155","US","Postal Code","Active","48191","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Willis","MI","4093","yes"
"9016915","Wyandotte","48192,Michigan,United States","21155","US","Postal Code","Active","48192","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Wyandotte","MI","25225","yes"
"9016916","Riverview","48193,Michigan,United States","21155","US","Postal Code","Active","48193","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Riverview","MI","15288","yes"
"9016917","Southgate","48195,Michigan,United States","21155","US","Postal Code","Active","48195","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Southgate","MI","29355","yes"
"9016918","Ypsilanti","48197,Michigan,United States","21155","US","Postal Code","Active","48197","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Ypsilanti","MI","66915","yes"
"9016919","Ypsilanti","48198,Michigan,United States","21155","US","Postal Code","Active","48198","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Ypsilanti","MI","38191","yes"
"9016920","Detroit","48201,Michigan,United States","21155","US","Postal Code","Active","48201","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","14045","yes"
"9016921","Detroit","48202,Michigan,United States","21155","US","Postal Code","Active","48202","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","16762","yes"
"9016922","Highland Park","48203,Michigan,United States","21155","US","Postal Code","Active","48203","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Highland Park","MI","23498","yes"
"9016923","Detroit","48204,Michigan,United States","21155","US","Postal Code","Active","48204","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","25096","yes"
"9016924","Detroit","48205,Michigan,United States","21155","US","Postal Code","Active","48205","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","35925","yes"
"9016925","Detroit","48206,Michigan,United States","21155","US","Postal Code","Active","48206","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","18049","yes"
"9016926","Detroit","48207,Michigan,United States","21155","US","Postal Code","Active","48207","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","21832","yes"
"9016927","Detroit","48208,Michigan,United States","21155","US","Postal Code","Active","48208","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","9180","yes"
"9016928","Detroit","48209,Michigan,United States","21155","US","Postal Code","Active","48209","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","32879","yes"
"9016929","Detroit","48210,Michigan,United States","21155","US","Postal Code","Active","48210","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","30948","yes"
"9016930","Detroit","48211,Michigan,United States","21155","US","Postal Code","Active","48211","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","6536","yes"
"9016931","Hamtramck","48212,Michigan,United States","21155","US","Postal Code","Active","48212","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Hamtramck","MI","38133","yes"
"9016932","Detroit","48213,Michigan,United States","21155","US","Postal Code","Active","48213","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","24137","yes"
"9016933","Detroit","48214,Michigan,United States","21155","US","Postal Code","Active","48214","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","21805","yes"
"9016934","Detroit","48215,Michigan,United States","21155","US","Postal Code","Active","48215","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","12180","yes"
"9016935","Detroit","48216,Michigan,United States","21155","US","Postal Code","Active","48216","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","5600","yes"
"9016936","Detroit","48217,Michigan,United States","21155","US","Postal Code","Active","48217","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","7252","yes"
"9016937","River Rouge","48218,Michigan,United States","21155","US","Postal Code","Active","48218","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","River Rouge","MI","7609","yes"
"9016938","Detroit","48219,Michigan,United States","21155","US","Postal Code","Active","48219","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","49326","yes"
"9016939","Ferndale","48220,Michigan,United States","21155","US","Postal Code","Active","48220","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Ferndale","MI","22646","yes"
"9016940","Detroit","48221,Michigan,United States","21155","US","Postal Code","Active","48221","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","39611","yes"
"9016941","Detroit","48223,Michigan,United States","21155","US","Postal Code","Active","48223","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","24323","yes"
"9016942","Detroit","48224,Michigan,United States","21155","US","Postal Code","Active","48224","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","42361","yes"
"9016943","Harper Woods","48225,Michigan,United States","21155","US","Postal Code","Active","48225","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Harper Woods","MI","14294","yes"
"9016944","Detroit","48226,Michigan,United States","21155","US","Postal Code","Active","48226","239","Detroit Metro - Eradico Pest","19","Eradico","iRIS","Detroit","MI","6406","yes"
