SIBS,CHILDS,AGE,AGEKDBRN,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,INCOM16,HOMPOP,INCOME,INCOME16,POLVIEWS,EQWLTH,HEALTH,CONBUS,CONEDUC,CONLABOR,CONPRESS,CONTV,CONSCI,NEWS,TVHOURS,STRESSWK,HELPPOOR,WWWHR,TWITTER,FACEBOOK,INSTAGRM,LINKEDIN,TUMBLR,PINTERST,CLSSMTES,SOCMED,MNTLHLTH,CESD1,SCISTUDY,COLDEG1,SCIENTGO,SCIENTBE,RINTJOB,RHLPSOC,PROUDWRK,REALINC,REALRINC
11,1,21,20,12,13,14,1,1,1,2,3,12,16,4,1,5,3,3,1,3,3,2,5,3.316676351,2.5,3,10,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,2,1,2,15210,11115
2,2,63,22,14,12,12,2,1,1,3,2,12,21,4,0,2,2,2,2,2,2,2,1,4,2.5,3,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,3,3,38610,15210
10,0,67,0,14,8,12,1,0,1,1,1,12,17,4,0,1,2,2,2,2,2,2,1,3,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,3,3,17550,0
2,2,27,21,11,12.04782821,12,0,2,1,2,6,6.5,26,6,2,3,2,1,2,3,2,1,5,3.316676351,2.5,3,14.3137931,0,5,2,0,0,1,0,8,2,1,2,0,2.5,2.5,2,1,1,131676.6906,0
10,3,75,22,6,12.04782821,12,0,2,1,1,1,6.5,13.5,6,2,5,2,2,2,3,3,2,3,3,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,0,0
12,4,33,25,11,12,12.13758921,1,1,2,2,1,11,16,4,1,5,1,2,2,2,2,2,5,3,2.5,1,21,0,5,0,0,0,0,0,5,0,0,1,0,2,2,3,3,3,15210,15210
12,2,47,29,16,13,12,2,1,1,1,4,12,18,6,2,1,2,2,2,3,2,1,5,3.316676351,2.5,4,14.3137931,0,5,0,0,0,0,0,5,0,2,2,0,2.5,2.5,3,3,2,21060,1638
3,0,26,0,15,14,12,1,2,1,4,3,12,23,4,3,5,2,2,2,3,2,1,5,2,2.5,4,10,0,5,0,0,0,0,0,5,0,0,2,0,2,2,3,3,3,56160,11115
0,2,36,20,11,12.04782821,12,1,2,1,2,4,12,18,6,3,3,2,2,2,2,2,2,5,3.316676351,2.5,1,14.3137931,0,5,0,0,0,1,0,6,0,1,2,0,2.5,2.5,2,1,1,21060,0
3,3,64,25,12,12,12,1,0,1,4,2,12,21,3,4,5,1,1,2,2,1,3,2,1,2.5,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,2,2,2,38610,6435
4,2,81,25,13,12.04782821,14,1,2,1,3,2,12,21,5,7,1,2,1,3,3,3,2,5,3.316676351,3,4,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,1,2,2,38610,12870
7,3,76,21,16,9,12.13758921,3,0,2,2,3,12,19,3,3,1,2,1,2,2,3,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,2,2,25740,0
0,2,23,19,12,11,12.13758921,1,0,2,3,2,10,12,5,4,3,2,2,2,3,2,1,5,3.316676351,1,3,14.3137931,0,5,2,0,0,0,0,7,0,2,2,0,2.5,2.5,3,3,3,8775,0
4,3,71,19,8,12,12,0,1,1,3,1,5,5,4,0,2,2,2,2,2,2,2,3,2,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,2574,234
7,0,30,0,12,0,2,1,0,0,1,3,11,14,6,6,1,1,2,1,1,1,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,11115,0
1,4,48,26,14,12,13,2,1,1,3,2,12,23,5,0,2,2,2,2,2,2,2,5,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,56160,25740
1,3,39,24,12,12,8,1,1,0,4,2,12,18,4,3,5,2,2,2,2,2,2,5,2,2.5,3,14,0,5,0,0,0,1,0,6,0,0,2,0,2.5,2.5,2,2,2,21060,9945
3,0,71,0,12,8,8,1,0,0,3,1,11,14,4,0,1,2,2,2,2,2,2,3,6,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,11115,0
4,1,25,24,11,12,12,1,1,1,3,3,11,14,4,2,3,2,2,1,2,2,1,5,3.316676351,2,3,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,2,2,2,11115,5265
0,0,23,0,14,15,14,1,1,2,3,1,12,17,4,4,1,3,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,4,5,2,0,0,1,0,12,0,1,2,0,2.5,2.5,2,2,2,17550,0
1,3,53,21,14,12,12,1,1,1,1,2,12,20,4,0,2,2,2,2,2,2,2,2,3,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,3,3,31590,15210
6,3,63,24,12,6,3,1,0,0,2,2,11,14,4,3,2,2,2,2,3,2,2,5,3.316676351,2,3,14.3137931,0,0,0,0,0,0,0,0,10,1,2,0,2.5,2.5,3,3,3,11115,936
1,0,23,0,16,14,18,3,1,4,2,1,12,19,2,1,5,3,3,2,3,3,1,3,2,2.5,1,10,0,5,0,0,0,1,0,6,0,0,1,2,2,2,3,3,3,25740,0
13,2,60,19,12,7,8,1,0,0,3,1,12,18,5,0,2,2,2,2,2,2,2,5,1,2.5,3,7,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,21060,21060
6,4,78,19,12,8,8,1,0,0,2,1,12,18,4,5,1,1,1,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,21060,234
1,0,32,0,13,14,10,1,1,1,1,1,12,18,5,7,5,2,3,2,3,3,1,2,1,2.5,4,7,0,0,0,3,0,0,0,3,0,0,2,0,2.5,2.5,1,2,1,21060,21060
4,0,49,0,13,12,12,1,1,1,2,2,12,21,3,0,2,2,2,2,2,2,2,3,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,38610,25740
2,2,62,23,19,8,11,4,0,1,1,2,6.5,26,4,6,5,1,2,2,2,2,1,1,1,2.5,4,20,0,5,0,3,0,0,0,8,15,0,2,3,1,1,3,3,3,131676.6906,17550
1,0,31,0,19,16,16,4,3,3,4,2,12,24,4,3,1,1,1,2,2,2,1,5,3.316676351,2.5,3,14.3137931,0,5,2,3,0,1,0,11,2,1,2,0,2.5,2.5,2,2,2,65520,38610
1,2,69,22,18,11,12,3,0,1,3,2,6.5,26,5,4,5,2,2,3,3,3,2,2,4,2.5,4,5,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,1,1,1,131676.6906,164382.0376
4,2,67,25,17,12,16,4,1,3,4,2,6.5,26,6,6,2,1,1,3,2,3,2,5,3.316676351,2,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,1,1,1,131676.6906,164382.0376
3,0,24,0,16,12.04782821,12,3,2,1,4,2,12,16,2,0,1,2,2,2,2,2,2,5,2,2.5,3,40,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,15210,15210
1,0,29,0,18,20,16,4,4,3,4,2,12,23,1,2,2,2,1,2,3,2,1,5,3.316676351,2.5,2,14.3137931,0,5,2,3,0,0,0,10,1,1,2,0,2.5,2.5,2,1,2,56160,31590
1,2,30,22,12,16,12,1,4,1,2,4,8,8,1,3,5,3,1,1,1,2,3,5,1,2.5,1,7,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,2,2,1,4212,0
5,0,77,0,12,6,8,0,0,0,3,2,11,13,2,0,3,2,2,2,2,2,2,1,10,2.5,3,7,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,9945,0
1,0,25,0,18,12.04782821,18,3,2,3,2,2,12,18,3,1,3,3,2,2,2,3,1,5,3.316676351,1,3,14.3137931,0,5,0,0,0,0,0,5,0,2,2,0,2.5,2.5,2,2,2,21060,21060
2,1,50,21,20,12,16,4,1,3,4,1,10,11,1,0,3,2,2,2,2,2,2,4,3,2.5,3,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,7605,6435
4,1,78,19,14,9,7,1,0,0,3,2,12,17,6,4,1,3,3,2,2,3,3,5,3.316676351,4,4,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,17550,0
7,2,33,22,12,12,12.13758921,1,2,2,3,4,12,22,2,2,5,2,2,2,2,2,1,5,2,2.5,3,20,0,5,2,3,1,1,0,12,0,0,2,0,2,2,3,3,3,46800,17550
2,2,67,27,14,12.04782821,12,1,2,1,2,2,12,22,3,0,2,2,2,2,2,2,2,2,1,2.5,3,15,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,46800,12870
3,0,67,0,13,8,12,1,0,1,2,2,6.5,13.5,4,5,5,2,2,2,2,2,2,3,5,2.5,3,21,0,5,0,0,0,0,0,5,0,0,2,0,2,2,3,3,3,0,0
3,1,30,28,16,17,16,3,3,3,4,2,12,20,7,6,5,1,2,2,3,3,2,4,2,2.5,4,20,4,5,2,0,0,1,0,12,0,0,2,0,2.5,2.5,3,2,3,31590,2574
1,5,65,18,12,11,12,1,1,1,2,2,12,18,3,0,2,2,2,2,2,2,2,4,10,2.5,3,56,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,21060,0
1,3,67,25,12,12,12,1,1,1,3,2,12,17,4,5,3,2,3,3,2,2,1,5,3.316676351,2,5,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,17550,0
2,1,45,31,19,12,12,3,1,1,3,3,12,22,6,5,5,2,3,2,2,2,1,4,2,2.5,4,30,0,0,0,0,0,1,0,1,0,0,1,2,2,2,3,3,3,46800,21060
2,3,34,23,12,12.04782821,12,1,2,0,3,1,12,19,6,0,3,2,2,2,2,2,2,5,6,2.5,3,4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,3,3,25740,0
1,0,29,0,13,12.04782821,12,1,2,1,4,2,12,17,2,5,5,1,1,2,2,2,1,5,1,2.5,3,20,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,1,3,2,17550,0
4,4,84,26,12,6,6,1,0,0,1,1,12,18,4,3,5,1,1,2,2,2,2,1,8,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,21060,0
10,1,39,30,10,12.04782821,12,1,2,1,2,2,11,14,4,1,3,1,2,1,2,2,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,3,1,11115,11115
0,2,76,20,12,8,12,1,0,1,3,1,12,21,4,0,1,2,2,2,2,2,2,5,3,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,38610,0
4,2,69,30,17,8,11,4,0,0,2,1,9,9,4,2,2,2,1,1,1,1,1,5,3.316676351,3,3,14.3137931,0,5,0,3,0,1,0,9,0,1,2,0,2.5,2.5,3,3,3,5265,0
4,0,43,0,12,12,12.13758921,1,2,2,2,3,9,9,4,3,5,1,1,2,2,2,2,3,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,5265,5265
11,0,89,0,15,12.04782821,12.13758921,2,2,0,1,2,6.5,13.5,1,0,3,2,2,2,2,2,2,2,5,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,3,3,0,0
3,1,67,27,12,12.04782821,12.13758921,1,2,2,2,1,12,15,4,2,2,2,1,2,2,2,2,5,3.316676351,2.5,4,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,2,2,12870,11115
7,5,59,24,12,12,14,1,1,2,3,2,9,10,4,5,5,2,1,3,2,1,1,4,5,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,6435,0
2,4,64,21,14,12.04782821,7,2,2,0,3,1,9,10,4,0,2,2,2,2,2,2,2,5,12,2.5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,3,6435,0
8,0,23,0,12,12.04782821,12.13758921,0,2,2,3,3,9,10,4,1,5,1,2,2,3,3,2,5,3,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,6435,0
9,1,32,22,10,12.04782821,12,1,2,1,1,2,6,6,1,0,4,2,2,2,2,2,2,4,2,2.5,3,70,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,3,3,3,3042,3042
11,1,46,20,12,16,12,1,3,1,3,2,6,6,4,5,5,2,3,2,2,3,2,1,4,2.5,2,8,4,5,2,0,0,1,0,12,3,0,2,0,3,3,3,3,3,3042,936
3,0,48,0,12,12.04782821,12,1,2,1,3,1,9,10,3,0,2,2,2,2,2,2,2,5,12,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,3,3,6435,0
3,3,64,16,14,12,10,1,1,0,3,1,9,9,4,3,2,1,2,3,2,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,1,1,2,5265,3042
9,4,46,23,12,7,9,1,0,0,1,6,12,24,3,0,2,2,2,2,2,2,2,1,1,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,65520,38610
5,3,86,25,13,8,12,1,0,1,3,2,6.5,13.5,4,5,3,1,2,2,2,2,2,5,3.316676351,2,4,14.3137931,0,5,0,0,0,0,1,6,0,1,2,0,2.5,2.5,3,3,3,0,0
3,0,18,0,12,18,14,1,4,2,5,6,12,24,3,2,5,1,2,2,2,2,1,5,2,2.5,2,10,0,0,0,0,0,0,0,0,3,0,1,0,2,2,3,3,3,65520,11115
4,0,20,0,14,12,12,1,1,1,2,6,12,18,4,0,2,2,2,2,2,2,2,5,3,2.5,3,15,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,21060,1638
4,1,65,35,17,6,12,3,0,1,3,2,12,21,2,2,1,2,2,2,1,2,2,5,3.316676351,2,2,14.3137931,0,0,0,0,0,1,0,1,0,1,2,0,2.5,2.5,3,3,3,38610,0
7,2,63,24,12,5,5,1,0,0,4,2,12,18,6,0,2,2,2,2,2,2,2,3,4,2.5,3,2,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,3,3,21060,0
2,5,80,20,12,12,12,1,1,1,3,1,12,19,7,7,5,2,2,3,2,3,2,1,3,2.5,5,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,25740,0
2,0,21,0,13,12.04782821,12,1,2,0,2,2,12,17,3,0,2,2,2,2,2,2,2,5,4,2.5,3,20,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,17550,0
2,2,40,25,12,12,12,1,1,1,3,1,12,20,4,4,2,2,2,2,2,2,2,5,3.316676351,4,3,14.3137931,0,5,0,0,0,0,0,5,5,2,2,0,2.5,2.5,3,2,2,31590,31590
2,2,33,29,15,20,19,1,4,4,4,4,12,23,4,6,5,2,3,3,3,3,2,3,3,2.5,4,60,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,56160,31590
5,1,22,21,13,9,12,1,0,1,4,2,9,9,4,5,5,2,2,2,3,3,2,5,1,2.5,3,20,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,1,1,3,5265,5265
4,1,68,27,12,9,12,1,0,1,3,1,8,8,4,1,4,2,1,3,1,1,2,5,3.316676351,1,1,14.3137931,0,0,0,0,0,0,0,0,0,3,2,0,2.5,2.5,3,3,3,4212,0
8,0,32,0,16,16,12.13758921,3,3,2,4,2,12,17,4,0,1,2,2,2,2,2,2,1,1,2.5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,17550,15210
6,9,57,99,10,16,12.13758921,0,1,1,2,2,6.5,13.5,7,6,2,3,3,3,3,2,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,2,4,2,0,0
5,4,55,16,11,6,3,0,0,0,2,1,12,16,4,7,4,3,1,3,3,3,2,5,3.316676351,1,1,14.3137931,0,0,0,0,0,0,0,0,0,3,2,0,2.5,2.5,3,3,3,15210,0
5,0,21,0,14,11,12,1,0,1,1,2,12,15,4,3,5,1,3,2,3,2,1,5,2,2.5,3,5,0,5,2,3,0,1,0,11,15,0,2,0,2,1,3,3,3,12870,0
1,0,18,0,11,9,9,0,0,0,3,2,12,20,7,7,1,1,2,2,3,2,2,5,3.316676351,2.5,3,14.3137931,4,5,2,0,0,0,0,11,1,1,2,0,2.5,2.5,3,2,3,31590,0
5,8,39,16,10,12.04782821,16,1,2,1,3,3,9,10,7,1,5,1,1,3,1,1,1,4,3,2.5,1,12,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,4,2,4,6435,0
1,0,27,0,16,12,12,2,1,1,3,2,12,19,6,3,2,2,1,2,3,3,2,5,3.316676351,3,3,14.3137931,0,5,0,3,0,0,0,8,0,1,2,0,2.5,2.5,1,1,1,25740,17550
2,0,29,0,12,12.04782821,12,1,2,1,2,1,12,17,3,2,5,3,2,2,2,2,2,4,1,2.5,2,15,0,5,2,0,0,0,0,7,0,0,1,0,2,2,3,3,3,17550,17550
8,5,70,20,15,16,12,1,3,1,2,2,6.5,13.5,6,3,5,2,2,3,3,2,2,3,3,2.5,2,7,0,0,0,0,0,1,0,1,0,0,2,0,2,2,3,3,3,0,0
1,2,41,34,17,13,12,3,1,1,3,4,12,25,7,4,1,1,2,2,3,2,2,5,3.316676351,1,4,14.3137931,0,5,0,3,0,1,1,10,0,1,2,0,2.5,2.5,1,1,1,74880,0
4,2,40,26,12,12,10,1,1,1,3,1,12,24,5,6,5,2,2,3,3,2,1,5,3.316676351,2.5,3,30,0,5,2,3,1,0,0,11,0,0,2,0,2.5,2.5,2,2,1,65520,65520
3,0,20,0,12,12,11,1,1,1,3,1,10,11,7,0,2,2,2,2,2,2,2,5,3.316676351,2.5,3,10,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,3,7605,0
3,0,27,0,14,13,12,2,1,1,3,4,12,20,3,4,5,2,1,1,2,1,2,1,4,2.5,3,10,4,5,2,0,0,1,0,12,10,0,2,1,1,1,3,3,3,31590,3042
3,1,53,19,12,5,8,1,0,0,2,1,2,2,7,1,2,1,1,2,2,1,1,5,3.316676351,2.5,5,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,1,1,3,936,936
4,2,49,30,12,12.04782821,10,1,2,0,2,2,8,8,5,5,5,2,2,2,3,2,2,4,4,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,4,2,4,4212,4212
3,4,62,18,12,3,12,1,0,1,2,1,1,3,6,4,5,2,1,2,1,2,2,2,1,2.5,3,14.3137931,0,0,0,0,0,0,0,0,7,0,2,0,2,2,3,3,3,1638,1638
12,3,49,25,12,12.04782821,12.13758921,1,2,2,3,3,10,11,4,2,2,2,2,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,3,3,3,7605,0
6,0,48,0,12,12,12,1,1,1,3,1,4,17,3,5,5,3,2,2,2,3,1,5,3,2.5,1,1,0,5,2,3,0,1,0,11,0,0,2,0,2.5,2.5,2,1,1,17550,17550
0,4,23,17,12,12.04782821,12,1,2,1,3,3,2,2,4,4,5,2,1,3,3,2,1,5,6,2.5,3,3,0,0,2,0,0,0,0,2,10,0,2,0,2,2,3,3,3,936,0
3,5,61,25,15,4,8,1,0,0,3,1,4,4,6,1,3,3,1,3,3,1,2,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,15,3,2,0,2.5,2.5,3,3,3,2106,0
9,7,77,17,9,5,11,1,0,0,2,2,10,11,7,5,3,2,2,1,1,1,2,5,3.316676351,3,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,7605,0
7,1,44,17,7,12.04782821,9,0,2,0,1,1,9,9,1,1,5,2,1,1,1,1,1,3,12,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,5265,5265
6,4,70,19,7,0,0,0,0,0,1,2,10,11,5,0,3,2,2,2,2,2,2,4,6,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2.5,2.5,3,3,3,7605,0
10,4,60,23,12,0,0,1,0,0,2,4,1,1,1,1,5,2,2,2,2,1,2,5,7,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,234,0
6,3,51,18,10,12.04782821,12,1,2,1,3,2,5,5,1,0,1,2,2,2,2,2,2,5,4,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,2574,0
11,3,49,22,12,3,5,1,0,0,1,3,12,17,4,1,3,2,2,2,2,2,2,5,3.316676351,2,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,4,2,2,17550,9945
5,4,52,22,16,11,10,3,0,0,3,5,12,18,6,5,5,2,2,2,3,2,2,4,1,2.5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,21060,0
9,6,58,17,14,12,12,2,1,1,4,2,6.5,13.5,5,6,5,2,2,2,2,1,2,5,16,2.5,5,21,0,5,0,0,0,0,0,5,30,0,2,1,2,2,3,3,3,0,0
4,2,56,26,12,0,0,1,0,0,1,2,11,14,4,0,4,2,2,2,2,2,2,5,5,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,11115,0
1,3,43,27,16,18,12,3,4,1,3,2,12,25,6,6,5,2,2,3,3,2,2,2,1,2.5,3,14,0,5,0,0,0,1,0,6,0,0,2,0,2.5,2.5,1,2,2,74880,38610
3,6,41,14,12,10,13,1,0,1,3,1,10,11,6,5,2,1,1,1,2,2,1,5,3.316676351,4,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,1,1,1,7605,7605
9,4,42,23,11,12.04782821,8,0,0,0,3,2,12,21,4,0,1,2,2,2,2,2,2,2,2,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,38610,38610
4,2,65,19,10,12,12.13758921,1,1,2,3,1,9,9,4,1,3,1,2,2,1,2,2,5,3.316676351,2.5,2,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,5265,0
4,0,19,0,13,17,16,1,4,3,3,3,12,23,4,5,5,3,2,2,3,2,1,5,1,2.5,3,15,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,3,3,3,56160,0
7,3,44,19,14,12.04782821,16,2,1,3,3,3,12,24,5,0,2,2,2,2,2,2,2,5,3,2.5,3,70,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,65520,25740
2,2,79,20,14,12,8,1,2,0,2,1,12,25,5,7,3,1,2,3,2,2,2,5,3.316676351,2.5,5,14.3137931,0,5,0,0,0,1,0,6,4,2,2,0,2.5,2.5,3,3,3,74880,0
12,3,46,99,8,0,12.13758921,0,0,0,1,4,12,24,4,4,2,2,1,2,3,2,2,5,3.316676351,1,3,14.3137931,4,5,2,0,0,1,0,12,0,2,2,0,2.5,2.5,2,3,3,65520,0
3,4,72,25,12,12,12,1,1,1,3,2,10,12,5,0,3,2,2,2,2,2,2,2,4,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,8775,0
3,3,56,23,12,12,14,1,1,1,4,3,12,20,6,0,2,2,2,2,2,2,2,1,2,2.5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,31590,9945
2,0,58,0,13,12,13,1,1,1,3,1,2,2,6,7,5,2,1,2,2,2,2,3,8,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2,3,3,3,936,0
1,3,53,19,12,18,16,1,4,4,3,2,12,20,4,0,3,2,2,2,2,2,2,4,5,2.5,3,4,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,3,3,31590,25740
5,3,33,19,10,8,9,0,0,0,3,6,12,24,3,6,2,2,2,2,3,2,1,5,3.316676351,2,2,14.3137931,0,5,0,3,0,1,0,9,1,2,2,0,2.5,2.5,1,2,2,65520,56160
9,0,26,0,11,12,10,1,1,1,3,1,10,11,4,1,5,2,2,2,3,3,2,4,1,2.5,3,7,0,5,0,0,0,0,0,5,0,0,2,0,2,2,3,3,3,7605,7605
2,2,56,32,12,4,12,1,0,1,3,1,12,20,5,0,2,2,2,2,2,2,2,4,4,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,31590,31590
2,3,40,27,11,20,16,1,4,3,4,5,12,19,6,7,5,3,2,3,3,3,2,2,3,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,1,1,4,25740,2106
3,2,59,32,20,11,12,3,1,1,3,2,12,22,5,0,3,2,2,2,2,2,2,1,5,2.5,3,10,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,46800,0
2,3,59,19,14,12,12,2,4,1,4,1,6.5,13.5,6,6,3,2,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,1,1,7,2,2,2,0,2.5,2.5,3,2,3,0,3042
1,1,52,32,16,14,16,3,2,3,4,1,12,18,7,0,2,2,2,2,2,2,2,1,2,2.5,3,11,0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,3,3,21060,9945
11,4,60,16,11,12.04782821,6,0,2,0,2,1,10,12,7,1,5,2,1,1,2,1,1,5,5,2.5,1,0,0,5,0,0,0,0,0,5,0,0,1,0,1,1,3,3,3,8775,8775
2,2,27,18,12,12.04782821,11,1,2,0,2,1,10,11,6,0,3,2,2,2,2,2,2,5,3,2.5,3,30,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,7605,7605
3,1,70,46,16,3,3,3,0,0,2,1,12,21,6,5,1,1,1,2,2,2,2,5,3.316676351,2.5,3,14.3137931,4,0,0,3,0,1,0,8,0,1,2,0,2.5,2.5,1,1,1,38610,17550
5,5,38,15,10,12.04782821,12,0,2,1,2,1,5,5,4,0,3,2,2,2,2,2,2,4,2,2.5,3,25,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,3,3,2574,0
20,6,57,18,11,12.04782821,12.13758921,0,0,0,1,1,9,10,1,1,5,3,3,3,3,3,2,5,4,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,6435,0
10,2,54,17,10,3,5,0,0,0,2,1,12,24,3,0,3,2,2,2,2,2,2,1,4,2.5,3,4,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,65520,2574
3,1,21,17,11,12.04782821,9,0,2,0,2,2,12,15,4,1,3,2,1,1,3,1,3,5,3.316676351,2.5,3,14.3137931,4,5,0,0,0,0,0,9,0,2,2,0,2.5,2.5,2,2,1,12870,6435
9,6,83,31,6,6,6,0,0,0,2,1,8,8,4,0,3,2,2,2,2,2,2,2,3,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,4212,0
4,1,46,15,14,5,5,2,0,0,3,2,11,14,3,1,1,2,1,2,1,2,1,5,3.316676351,1,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,1,1,11115,1638
6,0,18,0,10,8,12.13758921,1,0,1,2,6,6.5,13.5,4,4,5,2,2,2,2,2,1,5,3.316676351,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,0,0
