SIBS,CHILDS,AGE,AGEKDBRN,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,INCOM16,HOMPOP,INCOME,INCOME16,POLVIEWS,EQWLTH,HEALTH,CONBUS,CONEDUC,CONLABOR,CONPRESS,CONTV,CONSCI,NEWS,TVHOURS,STRESSWK,HELPPOOR,WWWHR,TWITTER,FACEBOOK,INSTAGRM,LINKEDIN,TUMBLR,PINTERST,CLSSMTES,SOCMED,MNTLHLTH,CESD1,SCISTUDY,COLDEG1,SCIENTGO,SCIENTBE,RINTJOB,RHLPSOC,PROUDWRK,REALINC,REALRINC
4,1,47,36,20,19,18,4,4,4,5,2,12,18,1,2,5,2,2,2,2,2,1,5,3.316676351,2.5,1,20,0,5,0,3,0,0,0,8,0,0,2,0,2.5,2.5,1,1,1,21060,17550
2,0,27,0,20,16,20,4,3,4,4,2,11,13,2,1,2,3,2,3,3,3,1,5,3.316676351,2,2,14.3137931,0,0,0,0,0,1,0,1,2,2,2,0,2.5,2.5,1,1,2,9945,0
4,2,57,21,16,16,12,3,3,1,3,1,9,10,3,3,5,2,2,2,2,2,2,5,3,2.5,1,0,0,0,0,0,0,0,0,0,2,0,1,2,3,2,3,3,3,6435,0
2,3,32,18,13,12.04782821,10,1,2,1,2,4,12,20,3,1,3,2,3,2,2,3,1,5,3.316676351,2.5,1,14.3137931,4,5,2,0,0,1,0,12,0,1,2,0,2.5,2.5,1,1,1,31590,21060
2,0,24,0,12,9,9,1,0,0,3,4,12,24,4,0,1,2,2,2,2,2,2,5,1,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,65520,0
6,2,81,30,6,0,0,0,0,0,1,1,1,1,6,7,5,2,2,2,2,2,2,5,5,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,3,234,0
2,0,19,0,12,16,16,1,3,3,3,5,12,15,4,1,1,2,1,2,2,2,2,5,3.316676351,2.5,2,14.3137931,0,5,2,0,0,0,0,7,0,1,2,0,2.5,2.5,1,1,1,12870,0
4,3,44,18,12,6,8,1,0,0,3,8,12,15,4,7,5,2,2,2,3,3,2,5,1,2.5,3,4,0,5,2,0,0,1,0,8,0,0,2,0,2.5,2.5,3,1,3,12870,12870
1,2,41,18,7,12.04782821,12.13758921,0,2,1,2,3,2,2,4,4,2,3,2,2,1,2,2,5,3.316676351,1,1,14.3137931,0,0,0,0,0,0,0,0,14,3,2,0,2.5,2.5,3,3,3,936,0
12,2,67,21,12,12.04782821,3,1,2,0,1,2,12,18,3,1,5,2,2,2,2,2,2,3,3,2.5,2,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,21060,0
1,0,36,0,14,14,16,2,2,3,3,1,12,20,4,4,5,2,1,2,3,3,1,1,2,2.5,3,8,4,0,2,3,0,0,0,9,0,0,2,0,2.5,2.5,2,1,2,31590,2106
2,0,33,0,16,15,15,4,4,4,3,1,12,24,3,5,2,1,1,2,2,2,1,5,3.316676351,3,3,14.3137931,4,5,0,3,0,0,0,12,0,1,2,0,2.5,2.5,3,3,2,65520,65520
1,1,48,20,10,8,14,1,0,1,3,2,12,20,6,0,3,2,2,2,2,2,2,2,1,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,31590,31590
7,1,47,21,12,12.04782821,8,1,2,0,1,1,12,23,4,0,2,2,2,2,2,2,2,5,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,56160,0
2,2,72,19,15,12,14,1,1,1,3,1,12,22,4,0,2,2,2,2,2,2,2,1,3,2.5,3,10,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,46800,0
3,0,60,0,19,12,14,4,1,1,4,2,12,24,3,3,1,2,2,3,3,3,2,5,3.316676351,2,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,1,1,1,65520,31590
10,2,89,23,8,12.04782821,12.13758921,0,0,0,3,1,6.5,13.5,4,4,5,2,3,2,2,3,2,5,6,2.5,5,14.3137931,0,0,0,0,0,0,0,0,15,0,3,0,2.5,2,3,3,3,0,0
11,4,45,20,6,6,6,0,0,0,1,4,7,7,6,5,2,1,2,2,2,2,2,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,3510,0
1,2,70,38,20,15,14,4,1,1,2,1,6.5,13.5,2,1,3,2,2,1,2,2,2,5,3.316676351,4,1,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,3,3,3,0,0
3,4,79,23,12,12,5,1,1,0,3,2,6.5,13.5,4,0,1,2,2,2,2,2,2,1,3,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,3,2,3,3,3,0,0
3,4,37,17,14,12.04782821,14,1,2,1,4,4,12,17,4,1,2,3,2,2,3,2,2,5,3.316676351,2,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,2,1,1,17550,17550
2,2,39,24,17,18,16,3,4,3,4,2,12,20,3,2,1,2,1,1,3,3,1,5,3.316676351,2.5,3,14.3137931,0,5,2,0,0,1,1,9,0,1,2,0,2.5,2.5,3,3,3,31590,0
1,6,57,17,12,12,13,1,1,1,3,3,12,18,5,0,3,2,2,2,2,2,2,3,6,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,3,3,21060,0
8,2,55,18,15,12.04782821,14,1,2,2,3,2,12,20,1,4,1,1,1,2,3,3,2,5,3.316676351,1,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,3,2,31590,15210
4,1,28,27,14,16,12.13758921,1,3,2,4,4,12,19,4,0,2,2,2,2,2,2,2,2,2,2.5,3,5,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,3,3,25740,9945
5,0,58,0,13,12,11,1,1,0,3,1,12,20,6,4,5,1,2,1,3,3,1,4,1,2.5,2,5,0,5,0,0,0,0,1,6,0,0,2,0,2.5,2.5,2,1,2,31590,31590
3,4,64,14,9,12.04782821,12.13758921,0,2,2,3,3,12,18,4,2,3,2,2,2,3,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,4,3,21060,5265
3,0,32,0,16,18,16,3,4,3,2,3,12,18,3,2,5,3,2,2,2,3,1,5,5,2.5,4,30,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,21060,7605
1,1,63,40,16,16,16,3,3,3,2,3,12,22,6,0,2,2,2,2,2,2,2,5,10,2.5,3,80,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,46800,12870
4,2,47,23,16,12,16,3,1,3,3,3,12,21,3,0,2,2,2,2,2,2,2,4,1,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2.5,3,3,3,3,38610,25740
2,3,40,19,12,12,14,1,1,2,4,2,6,6,4,1,5,1,2,1,1,3,2,4,2,2.5,1,5,0,5,2,3,0,1,0,11,0,0,2,0,2.5,2.5,2,2,1,3042,3042
4,2,38,25,14,12,14,1,1,2,5,2,12,22,3,1,3,3,2,3,2,2,2,5,3.316676351,2.5,1,14.3137931,4,5,2,3,0,0,0,14,0,2,2,0,2.5,2.5,2,2,4,46800,0
7,2,63,22,16,12.04782821,8,3,2,0,2,2,12,22,6,7,5,1,2,3,3,3,2,5,3,2.5,5,2,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,3,3,3,46800,0
3,1,49,99,18,16,16,4,3,3,3,3,12,25,6,4,2,2,2,2,2,2,2,5,3.316676351,2.5,5,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,2,2,2,74880,0
2,3,74,16,12,16,12,1,1,1,2,2,10,11,5,2,4,1,1,1,2,2,2,5,3.316676351,3,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,7605,0
14,6,66,19,12,4,4,1,0,0,2,2,11,14,5,7,5,2,1,2,3,1,3,5,6,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,11115,0
2,2,34,22,16,20,18,3,4,0,4,1,12,20,4,0,1,2,2,2,2,2,2,4,3.316676351,2.5,3,20,0,0,0,0,0,0,0,0,0,0,1,2,1,4,3,3,3,31590,25740
0,0,42,0,12,11,12,1,0,1,3,3,12,21,4,4,3,1,1,3,3,3,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,1,1,1,38610,12870
4,2,66,19,8,12.04782821,12.13758921,0,2,0,2,2,12,20,3,1,5,2,2,1,2,3,2,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,31590,5265
4,3,46,23,12,12.04782821,12,0,2,0,1,2,12,17,1,0,1,2,2,2,2,2,2,1,5,2.5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,17550,15210
11,6,51,16,14,12,12,1,1,1,4,2,1,1,4,4,2,2,1,2,2,2,3,5,3.316676351,2,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,234,0
5,0,20,0,12,11,7,1,0,0,3,5,12,21,2,1,5,2,2,3,2,2,2,5,1,2.5,1,40,0,5,0,0,0,0,0,5,0,0,1,0,2,2,3,3,3,38610,0
2,0,54,0,7,12,12,0,1,1,3,2,12,18,1,5,3,1,1,1,2,1,2,5,3.316676351,2.5,5,14.3137931,0,0,0,0,0,0,0,0,30,4,2,0,2.5,2.5,3,3,3,21060,2574
0,1,55,25,12,12,12,1,1,1,4,1,3,3,2,2,5,2,3,2,3,3,1,4,1,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,1638,0
13,2,58,23,14,14,7,1,1,0,3,2,12,17,4,5,5,2,2,1,2,3,2,3,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,3,3,17550,12870
9,0,53,0,12,12.04782821,12,1,2,1,3,3,12,21,4,0,3,2,2,2,2,2,2,5,3.316676351,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,3,3,38610,0
4,1,36,32,17,16,16,3,3,3,4,1,12,22,6,0,1,2,2,2,2,2,2,5,1,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,46800,46800
2,3,76,25,15,6,6,3,0,0,2,1,8,8,6,0,3,2,2,2,2,2,2,5,4,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,3,3,4212,0
4,3,33,21,14,12.04782821,16,2,2,3,3,5,12,21,4,3,2,2,2,2,3,3,3,5,3.316676351,2.5,3,14.3137931,0,5,2,0,0,0,0,7,0,2,2,0,2.5,2.5,4,1,2,38610,7605
0,3,69,19,20,12.04782821,12.13758921,4,2,2,3,1,12,15,6,0,2,2,2,2,2,2,2,5,5,2.5,3,60,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,3,3,12870,0
3,0,32,0,13,12,14,1,1,2,4,3,12,25,6,0,3,2,2,2,2,2,2,5,1,2.5,3,5,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,3,3,74880,56160
1,2,48,21,13,16,8,1,3,0,5,4,12,21,5,1,3,2,2,1,2,2,2,5,3.316676351,2.5,1,14.3137931,0,5,2,3,0,1,0,11,15,1,2,0,2.5,2.5,3,3,3,38610,0
1,4,72,23,20,12.04782821,15,4,2,2,1,1,12,21,6,7,1,1,2,3,3,2,1,5,3.316676351,2,3,14.3137931,4,5,2,0,0,1,1,13,0,1,2,0,2.5,2.5,3,3,3,38610,0
1,1,66,25,14,8,12,1,0,1,2,1,12,20,4,5,5,2,3,2,3,3,2,3,2,2.5,5,7,0,5,0,3,0,1,0,9,0,0,2,0,2,2,3,3,3,31590,0
1,1,85,30,12,12.04782821,12.13758921,1,0,0,3,1,6.5,13.5,7,0,2,2,2,2,2,2,2,5,4,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2.5,2.5,3,3,3,0,0
3,2,68,24,13,12,15,1,1,1,3,1,12,19,5,0,1,2,2,2,2,2,2,2,3.316676351,2.5,3,25,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,25740,25740
2,2,53,30,20,12,20,4,1,4,3,5,12,25,6,7,5,1,3,2,3,3,1,4,1,2.5,5,4,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,2,2,74880,74880
2,3,75,22,14,10,14,2,0,2,2,1,6.5,13.5,6,4,2,3,3,2,3,3,2,5,3.316676351,3,3,14.3137931,0,0,0,0,0,0,0,0,2,1,2,0,2.5,2.5,3,3,3,0,0
2,1,25,20,12,12.04782821,14,1,2,1,2,3,12,20,6,1,5,2,1,2,3,3,3,5,3,2.5,4,14.3137931,0,0,2,0,0,1,0,3,0,0,1,0,2,2,3,3,3,31590,936
5,3,52,32,12,12,12,1,1,1,2,4,12,24,6,0,2,2,2,2,2,2,2,5,1,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,65520,65520
6,4,80,19,12,10,12,1,0,1,4,1,11,14,4,4,2,1,1,1,2,1,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,3,1,2,0,2.5,2.5,3,3,3,11115,0
2,2,67,24,13,9,12,1,0,2,2,2,3,3,6,7,2,1,2,3,3,3,2,5,3.316676351,3,5,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,1638,0
1,1,21,18,13,12,13,1,1,1,3,3,7,7,4,4,5,2,1,2,2,2,1,5,3,2.5,4,5,4,5,0,0,0,0,0,9,0,0,3,0,2.5,2.5,3,3,3,3510,2574
8,4,31,18,13,11,8,1,1,0,3,2,12,19,4,0,2,2,2,2,2,2,2,2,4,2.5,3,60,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,25740,11115
4,2,69,33,14,14,12,2,1,1,4,2,12,16,7,5,5,2,3,3,1,3,1,1,1,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,15210,0
2,2,47,26,20,13,12,4,1,1,2,2,6.5,26,6,0,3,2,2,2,2,2,2,2,4,2.5,3,4,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,3,131676.6906,25740
4,0,34,0,16,12,12.13758921,3,1,2,1,2,12,23,4,2,5,2,2,2,2,2,2,5,5,2.5,2,20,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,1,2,2,56160,56160
8,4,33,16,12,12.04782821,12,1,2,1,2,4,6.5,13.5,4,0,1,2,2,2,2,2,2,5,1,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2.5,2.5,3,3,3,0,0
6,1,53,16,11,6,12.13758921,0,0,0,3,1,9,9,4,0,3,2,2,2,2,2,2,5,3,2.5,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,5265,5265
10,1,47,28,12,12.04782821,14,1,2,1,2,1,6,6,5,1,3,3,3,2,2,2,2,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,1,2,3042,3042
2,1,57,37,12,12,12,1,1,1,4,1,12,22,3,2,4,2,1,2,3,2,1,5,3.316676351,1,2,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,2,2,2,46800,38610
2,0,58,0,18,18,18,4,4,4,3,2,6.5,26,4,5,2,2,3,2,3,2,2,5,3.316676351,2.5,5,14.3137931,4,5,0,3,0,1,0,13,0,0,2,0,2.5,2.5,1,1,1,131676.6906,164382.0376
6,3,55,21,14,12.04782821,14,2,2,2,1,2,12,24,7,0,2,2,2,2,2,2,2,4,1,2.5,3,4,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,3,3,65520,0
8,1,65,21,12,12.04782821,9,1,2,0,2,3,12,21,4,1,5,2,1,2,2,2,1,4,4,2.5,3,5,0,5,0,0,0,1,0,6,0,0,3,0,2,2,3,3,3,38610,0
5,0,62,0,20,12,12,4,1,1,3,2,12,22,6,0,2,2,2,2,2,2,2,2,2,2.5,3,6,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,3,3,46800,46800
2,1,26,24,14,8,12,1,0,1,2,3,12,19,4,2,2,1,1,2,3,2,2,5,3.316676351,2.5,3,14.3137931,4,5,2,0,0,1,0,12,0,0,2,0,2.5,2.5,2,1,2,25740,6435
3,1,31,31,16,12.04782821,7,3,2,0,1,2,12,22,4,4,5,2,1,2,3,3,1,2,4,2.5,3,10,4,5,0,0,0,0,0,9,3,0,2,2,2,1,3,3,3,46800,25740
4,9,44,99,12,12,12,0,1,1,3,2,6.5,13.5,6,4,5,2,2,2,3,3,2,5,2,2.5,3,7,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,2,1,1,0,0
3,1,68,14,12,12.04782821,11,0,2,0,2,3,6.5,13.5,3,1,5,3,1,2,2,2,2,2,8,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,0,0
4,1,73,26,10,12.04782821,2,0,2,0,1,2,6.5,13.5,3,0,4,2,2,2,2,2,2,5,5,2.5,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,0,0
11,2,57,21,12,12.04782821,12.13758921,1,2,2,2,2,12,16,3,4,2,2,2,2,2,2,2,5,3.316676351,3,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,4,2,2,15210,11115
1,1,57,24,16,8,8,3,0,0,3,2,12,20,4,3,5,2,2,2,2,3,2,5,2,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,31590,31590
1,1,48,34,16,18,16,3,4,3,3,3,12,23,5,6,2,2,2,3,2,2,2,5,3.316676351,2.5,4,14.3137931,0,0,0,0,0,0,0,0,5,2,2,0,2.5,2.5,3,3,3,56160,0
5,3,58,33,16,13,10,3,1,0,3,3,12,24,5,0,2,2,2,2,2,2,2,1,2,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,3,3,65520,3510
1,4,36,27,16,16,16,4,3,3,3,6,6.5,26,4,3,5,3,2,2,3,3,2,5,2,2.5,2,35,0,5,0,0,0,1,0,6,0,0,2,0,2.5,2.5,2,2,2,131676.6906,0
2,2,79,20,20,9,9,4,0,0,4,2,12,16,1,0,1,2,2,2,2,2,2,1,2,2.5,3,8,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,3,3,15210,0
2,1,55,39,16,20,14,3,4,2,3,4,6.5,13.5,4,4,2,2,2,2,3,2,2,5,3.316676351,1,3,14.3137931,4,5,0,3,1,0,0,13,0,2,2,0,2.5,2.5,2,2,2,0,0
0,0,19,0,11,16,14,0,1,1,3,3,6.5,13.5,6,3,5,1,1,2,2,2,2,3,3.316676351,2.5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,0,0
3,3,54,25,16,12.04782821,12,1,2,1,2,3,12,25,5,4,1,2,2,2,2,2,1,5,3.316676351,1,3,14.3137931,0,5,0,0,0,1,0,6,0,2,2,0,2.5,2.5,1,1,2,74880,25740
7,2,60,25,16,16,12,3,3,1,4,2,6.5,26,5,3,5,1,2,3,2,2,1,5,1,2.5,4,10,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,131676.6906,164382.0376
0,2,52,34,14,12,12,2,2,2,3,4,6.5,26,6,0,1,2,2,2,2,2,2,3,3.316676351,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,131676.6906,25740
3,8,80,17,14,12.04782821,4,2,0,0,3,3,12,18,5,0,2,2,2,2,2,2,2,1,5,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,21060,0
7,1,58,36,16,12,12,3,1,1,2,2,6.5,26,6,7,5,2,3,2,3,3,2,1,3,2.5,4,5,0,0,0,3,0,0,0,3,1,0,2,2,3,3,3,3,3,131676.6906,74880
2,4,69,19,12,12.04782821,12.13758921,1,2,2,3,2,12,21,4,3,1,2,3,3,3,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,1,1,38610,25740
4,3,49,32,17,14,12,4,2,1,3,2,12,25,2,0,1,2,2,2,2,2,2,5,2,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,3,74880,38610
3,2,75,39,16,12.04782821,12,3,2,1,2,4,12,22,5,7,3,1,2,3,3,3,2,5,3.316676351,3,4,14.3137931,0,5,2,0,1,0,0,8,0,1,2,0,2.5,2.5,2,2,1,46800,6435
2,2,67,25,12,12,12,1,1,1,2,2,12,24,4,4,5,2,2,2,3,2,2,1,3,2.5,3,1,0,5,0,0,0,0,1,6,0,0,2,0,2,2,3,3,3,65520,21060
3,3,51,28,18,16,13,4,3,1,3,2,12,25,4,4,2,2,2,2,2,2,1,5,3.316676351,2.5,2,14.3137931,0,0,0,0,0,0,0,0,15,1,2,0,2.5,2.5,3,2,2,74880,8775
2,2,57,31,16,12,12,3,1,1,2,2,12,24,3,3,5,2,2,3,3,3,2,3,2,2.5,3,5,0,0,0,0,0,1,0,1,0,0,1,2,2.5,2,3,3,3,65520,25740
3,1,34,33,16,12.04782821,12,3,2,1,3,2,12,24,4,0,1,2,2,2,2,2,2,5,2,2.5,3,5,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,65520,46800
2,2,29,22,16,12,7,3,1,0,2,2,6.5,13.5,3,0,3,2,2,2,2,2,2,5,4,2.5,3,14,0,0,0,0,0,0,0,0,0,0,1,2,2.5,2.5,3,3,3,0,0
0,0,44,0,9,12.04782821,12.13758921,0,2,2,2,1,7,7,4,3,4,3,1,2,3,3,1,5,3.316676351,2.5,2,14.3137931,0,0,0,0,0,1,0,1,1,2,2,0,2.5,2.5,3,3,3,3510,0
0,0,49,0,12,12,12,1,1,1,3,2,8,8,4,1,5,2,2,2,2,2,2,5,8,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,4212,0
2,3,52,25,19,14,14,4,2,2,1,2,12,24,4,5,5,2,2,2,2,2,1,5,1,2.5,5,14.3137931,0,0,0,3,0,0,0,3,0,0,3,3,1,1,3,3,3,65520,38610
1,2,54,29,19,16,14,4,3,1,3,2,6.5,26,6,0,1,2,2,2,2,2,2,2,2,2.5,3,15,0,0,0,0,0,0,0,0,0,0,1,7,1,1,3,3,3,131676.6906,164382.0376
4,4,48,25,15,12,12,1,1,1,3,2,12,21,6,7,1,2,2,2,3,3,1,5,3.316676351,2.5,4,14.3137931,0,5,2,0,0,1,0,8,0,2,2,0,2.5,2.5,3,3,3,38610,0
1,1,34,32,16,16,13,3,3,1,1,2,6.5,26,2,5,5,2,2,3,3,3,2,4,1,2.5,3,1,0,5,0,3,0,1,0,9,0,0,2,0,2.5,2.5,2,4,2,131676.6906,46800
6,2,44,22,16,12.04782821,16,2,2,2,3,2,6.5,13.5,4,4,5,3,3,2,3,3,3,5,2,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,2,0,0
1,0,33,0,19,19,14,3,4,1,4,1,7,7,4,0,1,2,2,2,2,2,2,1,3.316676351,2.5,3,15,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3510,3510
1,0,31,0,13,15,16,1,2,3,4,2,6.5,13.5,2,0,4,2,2,2,2,2,2,2,2,2.5,3,20,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,0,0
0,0,30,0,20,16,18,4,3,4,3,1,12,19,5,5,5,2,3,2,1,3,1,4,1,2.5,4,10,0,5,0,0,0,0,0,5,0,0,1,7,2,2,3,3,3,25740,25740
12,3,77,17,11,12.04782821,7,0,2,0,1,1,9,9,6,1,5,2,1,2,2,1,2,2,10,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,5265,0
7,0,78,0,13,12.04782821,0,1,2,0,3,1,9,10,4,0,1,2,2,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,3,3,6435,0
2,0,47,0,12,12.04782821,13,1,2,1,2,1,8,8,4,4,1,1,2,2,3,3,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,2,2,2,0,2.5,2.5,1,1,1,4212,0
5,3,58,18,12,12.04782821,12.13758921,1,2,1,3,1,9,9,4,1,1,1,1,1,1,1,1,5,3.316676351,4,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,5265,0
2,3,52,25,15,8,12,1,0,1,2,5,11,14,6,4,5,2,2,3,2,3,1,1,2,2.5,3,7,4,5,2,3,0,0,0,14,15,0,2,0,1,1,3,3,3,11115,7605
5,3,49,20,16,12.04782821,16,3,2,3,2,2,12,22,6,0,2,2,2,2,2,2,2,1,1,2.5,3,50,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,3,3,46800,15210
9,6,83,18,12,3,5,1,0,0,1,1,6.5,13.5,4,4,2,2,1,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,2,1,2,0,2.5,2.5,3,3,3,0,0
1,0,23,0,13,12,16,1,1,3,3,1,3,3,2,2,3,2,2,2,2,2,2,5,3.316676351,2,2,14.3137931,0,5,2,0,0,0,0,7,0,2,2,0,2.5,2.5,3,3,3,1638,0
2,0,36,0,19,14,13,4,2,1,3,1,12,20,4,4,5,2,2,1,3,2,1,5,20,2.5,3,20,0,5,2,0,0,0,0,7,0,0,1,3,2,2,3,3,3,31590,31590
8,1,79,42,16,8,8,3,0,0,3,2,12,15,2,3,2,2,1,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,3,3,3,12870,0
2,3,61,19,12,12,11,1,1,0,2,2,12,23,6,0,2,2,2,2,2,2,2,5,2,2.5,3,6,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,56160,15210
1,2,40,32,13,15,12,1,1,1,3,4,12,20,5,4,4,3,2,1,3,3,1,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,2,1,31590,31590
7,2,27,20,12,12,12,1,1,1,3,2,12,20,6,1,5,2,1,2,3,2,2,5,1,2.5,3,12,0,5,2,0,0,1,0,8,0,0,3,0,1,1,3,3,3,31590,0
0,1,57,31,12,12.04782821,11,1,2,0,2,2,12,19,1,0,3,2,2,2,2,2,2,5,5,2.5,3,14,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,25740,0
0,0,27,0,12,12,12,1,1,1,2,1,12,16,3,1,3,2,3,2,3,2,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,2,1,2,0,2.5,2.5,1,1,2,15210,15210
3,3,66,21,16,16,12,2,3,1,4,1,10,12,3,4,5,2,2,2,2,3,1,1,3.316676351,2.5,4,10,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,2,1,8775,8775
8,4,74,20,12,12.04782821,12,1,0,1,3,2,9,10,4,0,3,2,2,2,2,2,2,2,6,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,6435,0
4,3,57,20,12,12,12,1,1,1,4,1,12,18,4,0,2,2,2,2,2,2,2,5,2,2.5,3,20,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,21060,21060
