Criminology and Criminal Justice Online,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice-online,"Law, Government and Public Service",pdx076,pdx.emsicc.com/program-code/pdx076,"<!-- Criminology and Criminal Justice Online -->
  <div id=""program-widget-9fb593-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-9fb593',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx076',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Online%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Criminology and Criminal Justice Online -->
  <iframe onload=""initializeScripts('program-widget-f60f91', 'https://widget.lightcastcc.com')"" id=""program-widget-f60f91"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx076&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Online%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Criminology and Criminal Justice Postbac,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice-postbac,"Law, Government and Public Service",pdx077,pdx.emsicc.com/program-code/pdx077,"<!-- Criminology and Criminal Justice Postbac -->
  <div id=""program-widget-0fc385-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-0fc385',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx077',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Postbac%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Criminology and Criminal Justice Postbac -->
  <iframe onload=""initializeScripts('program-widget-3caeb9', 'https://widget.lightcastcc.com')"" id=""program-widget-3caeb9"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx077&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Postbac%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Criminology and Criminal Justice Postbac Online,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice-postbac-online,"Law, Government and Public Service",pdx078,pdx.emsicc.com/program-code/pdx078,"<!-- Criminology and Criminal Justice Postbac Online -->
  <div id=""program-widget-eae0d7-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-eae0d7',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx078',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Postbac%20Online%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Criminology and Criminal Justice Postbac Online -->
  <iframe onload=""initializeScripts('program-widget-c4acac', 'https://widget.lightcastcc.com')"" id=""program-widget-c4acac"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx078&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Postbac%20Online%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Cultural History of the Arts,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/cultural-history-arts,Liberal Arts,pdx079,pdx.emsicc.com/program-code/pdx079,"<!-- Cultural History of the Arts -->
  <div id=""program-widget-65c2c8-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-65c2c8',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx079',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Cultural%20History%20of%20the%20Arts%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Cultural History of the Arts -->
  <iframe onload=""initializeScripts('program-widget-367096', 'https://widget.lightcastcc.com')"" id=""program-widget-367096"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx079&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Cultural%20History%20of%20the%20Arts%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Curriculum and Instruction,Graduate Program,https://www.pdx.edu/academics/programs/graduate/curriculum-and-instruction,Education,pdx080,pdx.emsicc.com/program-code/pdx080,"<!-- Curriculum and Instruction -->
  <div id=""program-widget-fbbbb7-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-fbbbb7',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx080',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Curriculum%20and%20Instruction%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Curriculum and Instruction -->
  <iframe onload=""initializeScripts('program-widget-0f7114', 'https://widget.lightcastcc.com')"" id=""program-widget-0f7114"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx080&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Curriculum%20and%20Instruction%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Cybersecurity,Graduate Program,https://www.pdx.edu/academics/programs/graduate/cybersecurity-graduate-certificate,STEM,pdx081,pdx.emsicc.com/program-code/pdx081,"<!-- Cybersecurity -->
  <div id=""program-widget-4ae984-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-4ae984',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx081',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Cybersecurity%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Cybersecurity -->
  <iframe onload=""initializeScripts('program-widget-a42c20', 'https://widget.lightcastcc.com')"" id=""program-widget-a42c20"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx081&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Cybersecurity%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Data Science,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/data-science,STEM,pdx082,pdx.emsicc.com/program-code/pdx082,"<!-- Data Science -->
  <div id=""program-widget-b3f004-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-b3f004',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx082',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Data%20Science%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Data Science -->
  <iframe onload=""initializeScripts('program-widget-76a688', 'https://widget.lightcastcc.com')"" id=""program-widget-76a688"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx082&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Data%20Science%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Design Management Minor for Advertising Majors,Minor,https://www.pdx.edu/academics/programs/undergraduate/design-management-minor-advertising-majors,Business and Marketing,pdx083,pdx.emsicc.com/program-code/pdx083,"<!-- Design Management Minor for Advertising Majors -->
  <div id=""program-widget-68c604-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-68c604',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx083',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Design%20Management%20Minor%20for%20Advertising%20Majors%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Design Management Minor for Advertising Majors -->
  <iframe onload=""initializeScripts('program-widget-2f22e4', 'https://widget.lightcastcc.com')"" id=""program-widget-2f22e4"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx083&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Design%20Management%20Minor%20for%20Advertising%20Majors%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Early Childhood: Inclusive Education,Graduate Program,https://www.pdx.edu/academics/programs/graduate/early-childhood-inclusive-education,Education,pdx084,pdx.emsicc.com/program-code/pdx084,"<!-- Early Childhood: Inclusive Education -->
  <div id=""program-widget-31362b-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-31362b',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx084',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Early%20Childhood%3A%20Inclusive%20Education%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Early Childhood: Inclusive Education -->
  <iframe onload=""initializeScripts('program-widget-7f9b98', 'https://widget.lightcastcc.com')"" id=""program-widget-7f9b98"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx084&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Early%20Childhood%3A%20Inclusive%20Education%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Early Intervention Special Education,Graduate Program,https://www.pdx.edu/academics/programs/graduate/early-intervention-special-education,Education,pdx085,pdx.emsicc.com/program-code/pdx085,"<!-- Early Intervention Special Education -->
  <div id=""program-widget-a24016-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-a24016',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx085',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Early%20Intervention%20Special%20Education%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Early Intervention Special Education -->
  <iframe onload=""initializeScripts('program-widget-ff52e9', 'https://widget.lightcastcc.com')"" id=""program-widget-ff52e9"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx085&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Early%20Intervention%20Special%20Education%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Earth Data Science Minor,Minor,https://www.pdx.edu/academics/programs/undergraduate/earth-data-science,STEM,pdx086,pdx.emsicc.com/program-code/pdx086,"<!-- Earth Data Science Minor -->
  <div id=""program-widget-7b32bf-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-7b32bf',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx086',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%20Data%20Science%20Minor%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Earth Data Science Minor -->
  <iframe onload=""initializeScripts('program-widget-a939a8', 'https://widget.lightcastcc.com')"" id=""program-widget-a939a8"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx086&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%20Data%20Science%20Minor%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Earth Science,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/earth-science,STEM,pdx087,pdx.emsicc.com/program-code/pdx087,"<!-- Earth Science -->
  <div id=""program-widget-0f66ff-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-0f66ff',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx087',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%20Science%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Earth Science -->
  <iframe onload=""initializeScripts('program-widget-0205c9', 'https://widget.lightcastcc.com')"" id=""program-widget-0205c9"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx087&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%20Science%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
"Earth, Environment and Society",Graduate Program,https://www.pdx.edu/academics/programs/graduate/earth-environment-and-society,STEM,pdx088,pdx.emsicc.com/program-code/pdx088,"<!-- Earth, Environment and Society -->
  <div id=""program-widget-cb87ae-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-cb87ae',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx088',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%2C%20Environment%20and%20Society%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Earth, Environment and Society -->
  <iframe onload=""initializeScripts('program-widget-f04e27', 'https://widget.lightcastcc.com')"" id=""program-widget-f04e27"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx088&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%2C%20Environment%20and%20Society%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Econometric and Data Analysis,Graduate Program,https://www.pdx.edu/academics/programs/graduate/econometric-and-data-analysis,STEM,pdx089,pdx.emsicc.com/program-code/pdx089,"<!-- Econometric and Data Analysis -->
  <div id=""program-widget-699fe3-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-699fe3',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx089',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Econometric%20and%20Data%20Analysis%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Econometric and Data Analysis -->
  <iframe onload=""initializeScripts('program-widget-8c4f71', 'https://widget.lightcastcc.com')"" id=""program-widget-8c4f71"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx089&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Econometric%20and%20Data%20Analysis%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
Economics,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/economics,"Law, Government and Public Service",pdx090,pdx.emsicc.com/program-code/pdx090,"<!-- Economics -->
  <div id=""program-widget-090ee3-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-090ee3',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx090',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Economics%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>","<!-- Economics -->
  <iframe onload=""initializeScripts('program-widget-54aed5', 'https://widget.lightcastcc.com')"" id=""program-widget-54aed5"" title=""pdx widget"" style=""border: 0; min-width: 100%; width: 1px"" src=""https://widget.lightcastcc.com?hasCareerList=false&hasEmployment=true&hasAllLocations=true&hasImages=true&hasJobOpenings=true&hasNationalData=true&hasOutlook=true&hasSkills=true&hasVisitButton=false&hasWages=true&isHourlyWage=false&labelSet=default&clientId=pdx&locationName=Portland&orderCareersBy=None&primaryColor=%236A7F11&programs=pdx090&visitButtonColor=%236A7F11&headingText=At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Economics%23%20can%20go%20into%20these%20careers%3A""></iframe><script type=""text/javascript"" src=""https://widget.lightcastcc.com/scripts.js""></script>"
