civil-engineering:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=0333fbd3-e1e2-4c6b-893b-ffa7582680e1','0333fbd3-e1e2-4c6b-893b-ffa7582680e1'
classical-studies:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=0008e196-5cfc-42cf-aa6c-714467c6e29a','0008e196-5cfc-42cf-aa6c-714467c6e29a'
climate-change-science-and-adaptation:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=0070bdf5-bea3-4ece-b775-4c7b4e8a1f0b','0070bdf5-bea3-4ece-b775-4c7b4e8a1f0b'
comics-studies-certificate:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=811a52c8-0a0e-459c-adc6-78119efa533d','811a52c8-0a0e-459c-adc6-78119efa533d'
communication:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=a8f5e1d2-8038-4372-a507-b51709f44232','a8f5e1d2-8038-4372-a507-b51709f44232'
communication-sciences-and-disorders:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=8b1c92c2-ca1d-408c-ae90-27e6bc514a2e','8b1c92c2-ca1d-408c-ae90-27e6bc514a2e'
communication-sciences-and-disorders-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=3faf6a32-41da-4cff-a014-46de8868bb07','3faf6a32-41da-4cff-a014-46de8868bb07'
community-development:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=3eb121ee-7b14-42db-bce1-f47cab1c571e','3eb121ee-7b14-42db-bce1-f47cab1c571e'
comparative-literary-and-cultural-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=7c887473-a117-4d7a-b0f1-65afefe442b2','7c887473-a117-4d7a-b0f1-65afefe442b2'
computer-application:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=6ab47baa-87eb-4305-9b45-ecac1f83a8b4','6ab47baa-87eb-4305-9b45-ecac1f83a8b4'
computer-engineering:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=9635ad32-3667-42a5-bb24-658f8ce033a4','9635ad32-3667-42a5-bb24-658f8ce033a4'
computer-science:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=50fb168d-d1e6-4217-822b-29efd9667869','50fb168d-d1e6-4217-822b-29efd9667869'
conflict-resolution:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=15f4132d-1098-4df2-9617-b51fe0cefc1c','15f4132d-1098-4df2-9617-b51fe0cefc1c'
conflict-resolution-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=a8c52617-4416-45a6-bf2c-c9495c933e3a','a8c52617-4416-45a6-bf2c-c9495c933e3a'
consumer-retail-pre-baccalaureate-certificate:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=9e8ac144-413e-44a1-abee-ed01cdec2ec7','9e8ac144-413e-44a1-abee-ed01cdec2ec7'
creative-writing:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=674b8a48-2a0d-4ba0-b6e6-25ca3dd2b694','674b8a48-2a0d-4ba0-b6e6-25ca3dd2b694'
criminology-and-criminal-justice:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=8b46d70b-726e-4269-bbad-62b0c090dc25','8b46d70b-726e-4269-bbad-62b0c090dc25'
criminology-and-criminal-justice-postbac:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=4e772e89-9bef-4aa4-b45e-36170a5dca41','4e772e89-9bef-4aa4-b45e-36170a5dca41'
criminology-and-criminal-justice-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=0c637f07-dbd7-4f35-9e4c-a1f6743ff9cb','0c637f07-dbd7-4f35-9e4c-a1f6743ff9cb'
criminology-and-criminal-justice-postbac-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=d91a9198-953c-4a26-93db-84b7ceb6e341','d91a9198-953c-4a26-93db-84b7ceb6e341'
cultural-history-arts:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=7ad03463-1458-4031-ab29-9613e4c430c1','7ad03463-1458-4031-ab29-9613e4c430c1'
cultural-history-arts-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=52b89c5a-4f1a-418c-b5c7-b4c3e8edf77b','52b89c5a-4f1a-418c-b5c7-b4c3e8edf77b'
data-science:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=d75533b7-bf84-4211-9b9b-be1ae8cb254d','d75533b7-bf84-4211-9b9b-be1ae8cb254d'
design-management-minor-advertising-majors:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=8fb765a9-a7dc-49dc-b687-2eeb896132ae','8fb765a9-a7dc-49dc-b687-2eeb896132ae'
earth-science:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=c965904e-09d9-4190-a8f8-282c24aa93f7','c965904e-09d9-4190-a8f8-282c24aa93f7'
economics:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=ad525779-dd49-459b-84f8-252ae4983764','ad525779-dd49-459b-84f8-252ae4983764'
electrical-engineering:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=d8e33ec2-4200-4102-816a-ca236e0f51e7','d8e33ec2-4200-4102-816a-ca236e0f51e7'
elementary-education-minor:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=5ee10348-0075-4939-9a0b-7e6f83e8d077','5ee10348-0075-4939-9a0b-7e6f83e8d077'
elementary-education-science-minor:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=3fedd685-9b5b-4c1e-b69f-cc9d8241fca1','3fedd685-9b5b-4c1e-b69f-cc9d8241fca1'
elementary-education:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=537e2b8b-85c0-4751-83b6-9575f1f87814','537e2b8b-85c0-4751-83b6-9575f1f87814'
english:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=f314c6e5-1c5c-4ab3-9e1c-47ebde2e5f05','f314c6e5-1c5c-4ab3-9e1c-47ebde2e5f05'
entrepreneurship-certificate:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=05f8ed8c-b2b7-4465-a9b2-519cbc33c233','05f8ed8c-b2b7-4465-a9b2-519cbc33c233'
environmental-engineering:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=7228496c-c120-4ca1-ae67-dfc32301bfda','7228496c-c120-4ca1-ae67-dfc32301bfda'
environmental-geology:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=3b42646f-680c-4882-bf6d-7850354ebbe8','3b42646f-680c-4882-bf6d-7850354ebbe8'
environmental-science:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=b88f74b8-1855-43f8-a9c9-032f808a8a86','b88f74b8-1855-43f8-a9c9-032f808a8a86'
environmental-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=39558a17-3b2d-4bcb-a2ff-f59f99d8e95e','39558a17-3b2d-4bcb-a2ff-f59f99d8e95e'
film:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=608a2eaf-b284-4f77-8d0f-82c7de7294e1','608a2eaf-b284-4f77-8d0f-82c7de7294e1'
film-studies:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=3dbedaa3-7330-4467-ac53-d4627a1f5baf','3dbedaa3-7330-4467-ac53-d4627a1f5baf'
finance:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=32a185ad-6880-436b-a057-775ea858af92','32a185ad-6880-436b-a057-775ea858af92'
food-beverage-and-goods-leadership:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=a040694a-ba15-4980-b935-3bcc331d157a','a040694a-ba15-4980-b935-3bcc331d157a'
french:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=6aa4bb66-f178-4b02-915b-8b29a0f3401f','6aa4bb66-f178-4b02-915b-8b29a0f3401f'
geographic-information-systems:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=28b433e3-24f3-4a16-be69-625f20a58c44','28b433e3-24f3-4a16-be69-625f20a58c44'
geography:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=dfd488c8-01b1-4910-85d3-9e3ace14aec7','dfd488c8-01b1-4910-85d3-9e3ace14aec7'
geology:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=8ded3393-adbb-49fd-8a04-275d1ecfca31','8ded3393-adbb-49fd-8a04-275d1ecfca31'
german:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=3d85039f-1447-4c5c-8770-e591a856ab46','3d85039f-1447-4c5c-8770-e591a856ab46'
:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=d7334767-8d0f-41a6-a4d1-0d0ca2e623af','d7334767-8d0f-41a6-a4d1-0d0ca2e623af'
supply-and-logistics-management:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=1e24d865-a780-4c2c-a195-f3069d4248f5','1e24d865-a780-4c2c-a195-f3069d4248f5'
supply-and-logistics-management-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=d94554be-88d7-48ba-b347-db4829ff194e','d94554be-88d7-48ba-b347-db4829ff194e'
graphic-design:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=9191c95c-8b0d-491e-a4f4-a35aa103510f','9191c95c-8b0d-491e-a4f4-a35aa103510f'
history:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=22eb483c-2ab6-469d-ad9f-c2c23c5387e1','22eb483c-2ab6-469d-ad9f-c2c23c5387e1'
human-resource-management:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=8a72bad8-7669-45ce-a9be-1ecf8722a56c','8a72bad8-7669-45ce-a9be-1ecf8722a56c'
human-resource-management-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=61cc99fe-01e2-40bf-8cb9-5aaf55d77f50','61cc99fe-01e2-40bf-8cb9-5aaf55d77f50'
indigenous-nations-and-native-american-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=7550b3a0-4b36-4d37-b549-b6b97e04e99a','7550b3a0-4b36-4d37-b549-b6b97e04e99a'
indigenous-traditional-ecological-cultural-knowledge:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=b6d15b0a-52d0-4117-bcc8-c75f4d729999','b6d15b0a-52d0-4117-bcc8-c75f4d729999'
institutional-economics:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=4e34f585-7c1c-447b-aecb-fc346827129d','4e34f585-7c1c-447b-aecb-fc346827129d'
intercultural-competence-workplace:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=3601dacb-2be5-4396-a5f5-6e966b8f8736','3601dacb-2be5-4396-a5f5-6e966b8f8736'
african-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=4175f102-132f-4328-a0ea-f89cd77729f5','4175f102-132f-4328-a0ea-f89cd77729f5'
global-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=c0a6018c-27c5-4884-b602-665f273168e2','c0a6018c-27c5-4884-b602-665f273168e2'
international-and-global-studies-minor:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=4d0b4830-6386-4aa9-a503-cf7fd1fd1c8c','4d0b4830-6386-4aa9-a503-cf7fd1fd1c8c'
middle-east-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=65365b79-ada1-44cd-a569-9f149bf24198','65365b79-ada1-44cd-a569-9f149bf24198'
international-business:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=fa0a841f-d548-4756-aec6-f04e3324fc8f','fa0a841f-d548-4756-aec6-f04e3324fc8f'
international-development-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=18db4368-8edc-4653-b5e3-bc77e14c4a31','18db4368-8edc-4653-b5e3-bc77e14c4a31'
international-economics:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=19ef423a-bbc6-4d5e-bfd3-233d64fc51fc','19ef423a-bbc6-4d5e-bfd3-233d64fc51fc'
italian:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=f1b23d98-167a-4133-a221-a0dfebc7205d','f1b23d98-167a-4133-a221-a0dfebc7205d'
japanese:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=e43834f3-b531-4b0f-9ce9-fb351b1cd114','e43834f3-b531-4b0f-9ce9-fb351b1cd114'
judaic-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=de4f2408-706b-42f4-9df4-b636cabe94ad','de4f2408-706b-42f4-9df4-b636cabe94ad'
lake-and-reservoir-management-certificate-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=bf62c6e1-974a-47ca-a7be-c9454e3a50ba','bf62c6e1-974a-47ca-a7be-c9454e3a50ba'
law-legal-studies:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=ed465bb9-4df9-4e5e-aca7-9e0bf596ff86','ed465bb9-4df9-4e5e-aca7-9e0bf596ff86'
liberal-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=93da619b-344a-4306-b305-d8190b671356','93da619b-344a-4306-b305-d8190b671356'
liberal-studies-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=212bd0ea-9bcd-4528-a069-8d9f786c9ffe','212bd0ea-9bcd-4528-a069-8d9f786c9ffe'
management-and-leadership:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=eeb4970e-a7b9-49f4-b520-300744a4aa17','eeb4970e-a7b9-49f4-b520-300744a4aa17'
management-and-leadership-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=0ef7aa44-db9d-41d9-84b7-f751b473158a','0ef7aa44-db9d-41d9-84b7-f751b473158a'
marketing:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=c2531f1b-ab94-401b-8007-bbce0e60ed60','c2531f1b-ab94-401b-8007-bbce0e60ed60'
mathematics:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=411f8fb7-8a52-4ea8-af56-cf2de9720345','411f8fb7-8a52-4ea8-af56-cf2de9720345'
mathematics-middle-school-teachers:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=174f6b16-71b3-4d7c-bc0e-1d2cb110c42b','174f6b16-71b3-4d7c-bc0e-1d2cb110c42b'
mechanical-engineering:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=bfcc1941-5718-4493-a0a7-a96ecf28fae6','bfcc1941-5718-4493-a0a7-a96ecf28fae6'
medieval-studies:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=255d1802-7695-426a-82a8-54d52a1d6dd1','255d1802-7695-426a-82a8-54d52a1d6dd1'
modern-hebrew:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=641cc048-e0c6-4f2e-8d8c-6a5ae228f16c','641cc048-e0c6-4f2e-8d8c-6a5ae228f16c'
music :,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=3f221322-1249-404a-8cd5-bb712fa74510','3f221322-1249-404a-8cd5-bb712fa74510'
music-history-minor:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=bef473e7-612c-458c-b994-b2c94d7c1cda','bef473e7-612c-458c-b994-b2c94d7c1cda'
music-composition:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=4acd7c8c-bcb3-4510-817d-c259aa26ea88','4acd7c8c-bcb3-4510-817d-c259aa26ea88'
music-education:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=066961a5-08b1-4597-a582-2c3c1482cfd6','066961a5-08b1-4597-a582-2c3c1482cfd6'
music-jazz-studies:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=dc760c13-2ff0-451d-a608-0394ca34f563','dc760c13-2ff0-451d-a608-0394ca34f563'
music-musicologyethnomusicology:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=20e0fec7-1e1f-49f3-9ab1-eafe8bfc1caa','20e0fec7-1e1f-49f3-9ab1-eafe8bfc1caa'
music-performance:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=f320c62b-8449-402a-9f46-6506590f2ba1','f320c62b-8449-402a-9f46-6506590f2ba1'
music-theory:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=a5678bf2-e9f9-4932-a824-af052afc037f','a5678bf2-e9f9-4932-a824-af052afc037f'
music-voice:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=ecd94f19-edd5-4e83-ab58-3c8f19964e39','ecd94f19-edd5-4e83-ab58-3c8f19964e39'
neuroscience:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=a37e5b1d-c7a4-443a-baa5-30bc5a3ad00c','a37e5b1d-c7a4-443a-baa5-30bc5a3ad00c'
persian:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=e0e66afd-e81b-4ee5-b9ea-3fd35e621179','e0e66afd-e81b-4ee5-b9ea-3fd35e621179'
philosophy:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=adb3e8eb-1f29-46c9-9c6a-4c6c7938f899','adb3e8eb-1f29-46c9-9c6a-4c6c7938f899'
philosophy-online:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=6592cdd9-1fd3-4ac3-8812-9f68f9647b79','6592cdd9-1fd3-4ac3-8812-9f68f9647b79'
physics:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=78637c20-4836-4b15-aef7-0229c8067ec7','78637c20-4836-4b15-aef7-0229c8067ec7'
political-economy:,'https://apply.pdx.edu/register/undergrad-minor?sys:field:ug_minor_inquiry=2554ffbd-2391-4631-b7f0-540bb43c1ea5','2554ffbd-2391-4631-b7f0-540bb43c1ea5'
political-science:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=5059bc7d-6348-46c9-9df3-ffcb00a842b9','5059bc7d-6348-46c9-9df3-ffcb00a842b9'
pre-chiropractic-medicine-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=584c1688-e573-4a37-8104-f877e6781272','584c1688-e573-4a37-8104-f877e6781272'
pre-dental-hygiene-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=af63b514-34b1-4c3f-93d3-44d113e4849e','af63b514-34b1-4c3f-93d3-44d113e4849e'
pre-dentistry-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=dc989c2b-bf8c-4144-a581-ba74b96cee31','dc989c2b-bf8c-4144-a581-ba74b96cee31'
pre-education-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=7225f0b4-61bf-4662-a713-9c966e6366ba','7225f0b4-61bf-4662-a713-9c966e6366ba'
pre-law-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=e75e50d8-2f04-458e-9adf-ad47ff732de4','e75e50d8-2f04-458e-9adf-ad47ff732de4'
pre-medical-laboratory-science-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=09b253c0-2768-48f4-aef4-7da6e77edaed','09b253c0-2768-48f4-aef4-7da6e77edaed'
pre-medicine-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=49cc6fea-b0f2-4ee8-8c7b-a5920cfd83a3','49cc6fea-b0f2-4ee8-8c7b-a5920cfd83a3'
pre-naturopathic-medicine-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=b207c0aa-8893-489d-8e1c-eff3120f6ac3','b207c0aa-8893-489d-8e1c-eff3120f6ac3'
undergraduate/pre-nursing-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=7f61a909-728c-4ccc-8f09-61305832ac57','7f61a909-728c-4ccc-8f09-61305832ac57'
pre-occupational-therapy-pre-professional-program:,'https://apply.pdx.edu/register/undergrad-program?sys:field:ug_acad_int=447a4afa-1ed0-4bc8-ac1d-3861fbb6d344','447a4afa-1ed0-4bc8-ac1d-3861fbb6d344'
