Criteria ID,Name ,CName,Parent ID,Country Code,Target Type ,Status,Zip Code,District,Name,Region,Brand,System,City,State,Population,New Res.,Zipcode by Name and Pop,County Name,County Zipcode by Largest Pop
1013600,Blue Lake,"Blue Lake,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95525,,
1013601,Blythe,"Blythe,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92225,,
1013602,Bodega Bay,"Bodega Bay,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94923,,
1013603,Bolinas,"Bolinas,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94924,,
1013604,Bonita Long Canyon,"Bonita Long Canyon,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),#N/A,,
1013605,Bonsall,"Bonsall,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92003,,
1013606,Boonville,"Boonville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95415,,
1013607,Boron,"Boron,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93516,,
1013608,Borrego Springs,"Borrego Springs,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92004,,
1013609,Boulder Creek,"Boulder Creek,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95006,,
1013610,Boyes Hot Springs,"Boyes Hot Springs,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95416,,
1013611,Bradley,"Bradley,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93426,,
1013612,Brawley,"Brawley,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92227,,
1013613,Brea,"Brea,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92821,,
1013614,Brentwood,"Brentwood,Contra Costa County,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94513,,
1013615,Bridgeport,"Bridgeport,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93517,,
1013616,Bridgeville,"Bridgeville,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95526,,
1013617,Brisbane,"Brisbane,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94005,,
1013618,Brookdale,"Brookdale,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95007,,
1013619,Brooks,"Brooks,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95606,,
1013620,Buellton,"Buellton,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93427,,
1013621,Buena Park,"Buena Park,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90620,,
1013622,Burbank,"Burbank,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91505,,
1013623,Burlingame,"Burlingame,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94010,,
1013624,Burney,"Burney,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96013,,
1013625,Burrel,"Burrel,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93607,,
1013626,Butte City,"Butte City,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95920,,
1013627,Buttonwillow,"Buttonwillow,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93206,,
1013628,Byron,"Byron,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94514,,
1013629,Cabazon,"Cabazon,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92230,,
1013630,Calabasas,"Calabasas,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91302,,
1013631,Calexico,"Calexico,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92231,,
1013632,California City,"California City,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93505,,
1013633,California Hot Springs,"California Hot Springs,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93207,,
1013634,Calimesa,"Calimesa,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92320,,
1013635,Calipatria,"Calipatria,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92233,,
1013636,Calistoga,"Calistoga,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94515,,
1013637,Calpella,"Calpella,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95418,,
1013638,Camarillo,"Camarillo,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93010,,
1013639,Cambria,"Cambria,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93428,,
1013640,Camino,"Camino,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95709,,
1013641,Camp Pendleton North,"Camp Pendleton North,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),#N/A,,
1013642,Campbell,"Campbell,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95008,,
1013643,Campo,"Campo,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91906,,
1013644,Camptonville,"Camptonville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95922,,
1013645,Canoga Park,"Canoga Park,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91304,,
1013646,Canyon,"Canyon,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94516,,
1013647,Canyon Country,"Canyon Country,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91387,,
1013648,Capistrano Beach,"Capistrano Beach,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92624,,
1013649,Capitola,"Capitola,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95010,,
1013650,Cardiff,"Cardiff,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),#N/A,,
1013651,Carlsbad,"Carlsbad,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92009,,
1013652,Carmel-by-the-Sea,"Carmel-by-the-Sea,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),#N/A,,
1013653,Carmel Valley,"Carmel Valley,Monterey County,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93924,,
1013654,Carmichael,"Carmichael,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95608,,
1013655,Carpinteria,"Carpinteria,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93013,,
1013656,Carson,"Carson,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90745,,
1013657,Caruthers,"Caruthers,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93609,,
1013658,Castaic,"Castaic,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91384,,
1013659,Castro Valley,"Castro Valley,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94546,,
1013660,Castroville,"Castroville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95012,,
1013661,Cathedral City,"Cathedral City,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92234,,
1013662,Cayucos,"Cayucos,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93430,,
1013663,Cazadero,"Cazadero,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95421,,
1013664,Cedar Glen,"Cedar Glen,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92321,,
1013665,Ceres,"Ceres,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95307,,
1013666,Cerritos,"Cerritos,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90703,,
1013667,Challenge,"Challenge,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95925,,
1013668,Chatsworth,"Chatsworth,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91311,,
1013669,Chester,"Chester,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96020,,
1013670,Chicago Park,"Chicago Park,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95712,,
1013671,Chico,"Chico,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95926,,
1013672,Chinese Camp,"Chinese Camp,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95309,,
1013673,Chino,"Chino,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91710,,
1013674,Chino Hills,"Chino Hills,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91709,,
1013675,Chowchilla,"Chowchilla,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93610,,
1013676,Chualar,"Chualar,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93925,,
1013677,Chula Vista,"Chula Vista,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91911,,
1013678,Citrus Heights,"Citrus Heights,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95610,,
1013679,Industry,"Industry,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),#N/A,,
1013680,Claremont,"Claremont,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91711,,
1013681,Clayton,"Clayton,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94517,,
1013682,Clearlake,"Clearlake,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95422,,
1013683,Clearlake Oaks,"Clearlake Oaks,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95423,,
1013684,Clements,"Clements,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95227,,
1013685,Cloverdale,"Cloverdale,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95425,,
1013686,Clovis,"Clovis,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93611,,
1013687,Coachella,"Coachella,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92236,,
1013688,Coalinga,"Coalinga,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93210,,
1013689,Cobb,"Cobb,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95426,,
1013690,Coleville,"Coleville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96107,,
1013691,Colfax,"Colfax,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95713,,
1013692,Coloma,"Coloma,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95613,,
1013693,Colton,"Colton,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92324,,
1013694,Columbia,"Columbia,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95310,,
1013695,Colusa,"Colusa,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95932,,
1013696,Compton,"Compton,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90221,,
1013697,Concord,"Concord,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94521,,
1013698,Copperopolis,"Copperopolis,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95228,,
1013699,Corcoran,"Corcoran,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93212,,
1013700,Corning,"Corning,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96021,,
1013701,Corona,"Corona,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92882,,
1013702,Corona Del Mar,"Corona Del Mar,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92625,,
1013703,Coronado,"Coronado,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92118,,
1013704,Corte Madera,"Corte Madera,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94925,,
1013705,Costa Mesa,"Costa Mesa,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92627,,
1013706,Cottonwood,"Cottonwood,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96022,,
1013707,Coulterville,"Coulterville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95311,,
1013708,Covelo,"Covelo,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95428,,
1013709,Covina,"Covina,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91722,,
1013710,Crescent City,"Crescent City,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95531,,
1013711,Crestline,"Crestline,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92325,,
1013712,Crockett,"Crockett,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94525,,
1013713,Crows Landing,"Crows Landing,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95313,,
1013714,Culver City,"Culver City,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90230,,
1013715,Cupertino,"Cupertino,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95014,,
1013716,Cypress,"Cypress,Orange County,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90630,,
1013717,Daggett,"Daggett,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92327,,
1013718,Daly City,"Daly City,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94015,,
1013719,Dana Point,"Dana Point,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92629,,
1013720,Danville,"Danville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94526,,
1013721,Davis,"Davis,Yolo County,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95616,,
1013722,Death Valley,"Death Valley,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92328,,
1013723,Deer Park,"Deer Park,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94576,,
1013724,Del Mar,"Del Mar,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92014,,
1013725,Delano,"Delano,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93215,,
1013726,Delhi,"Delhi,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95315,,
1013727,Del Rio,"Del Rio,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),#N/A,,
1013728,Desert Center,"Desert Center,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92239,,
1013730,Diablo,"Diablo,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94528,,
1013731,Diamond Bar,"Diamond Bar,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91765,,
1013732,Diamond Springs,"Diamond Springs,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95619,,
1013733,Dinuba,"Dinuba,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93618,,
1013734,Dixon,"Dixon,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95620,,
1013735,Dorris,"Dorris,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96023,,
1013736,Dos Palos,"Dos Palos,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93620,,
1013737,Downey,"Downey,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90241,,
1013738,Downieville,"Downieville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95936,,
1013739,Duarte,"Duarte,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91010,,
1013740,Dublin,"Dublin,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94568,,
1013741,Ducor,"Ducor,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93218,,
1013742,Dunnigan,"Dunnigan,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95937,,
1013743,Dunsmuir,"Dunsmuir,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96025,,
1013744,Durham,"Durham,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95938,,
1013745,Dutch Flat,"Dutch Flat,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95714,,
1013746,Earlimart,"Earlimart,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93219,,
1013747,Earp,"Earp,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92242,,
1013748,East Irvine,"East Irvine,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92650,,
1013749,Edison,"Edison,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93220,,
1013750,Edwards,"Edwards,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93523,,
1013751,El Cajon,"El Cajon,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92021,,
1013752,El Centro,"El Centro,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92243,,
1013753,El Cerrito,"El Cerrito,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94530,,
1013754,El Dorado,"El Dorado,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95623,,
1013755,El Dorado Hills,"El Dorado Hills,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95762,,
1013756,El Granada,"El Granada,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94018,,
1013757,El Monte,"El Monte,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91732,,
1013758,El Segundo,"El Segundo,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),90245,,
1013759,El Sobrante,"El Sobrante,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94803,,
1013760,Eldridge,"Eldridge,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95431,,
1013761,Elk,"Elk,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95432,,
1013762,Elk Creek,"Elk Creek,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95939,,
1013763,Elk Grove,"Elk Grove,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95624,,
1013764,Elmira,"Elmira,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95625,,
1013765,Elverta,"Elverta,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95626,,
1013766,Emeryville,"Emeryville,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94608,,
1013767,Empire,"Empire,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95319,,
1013768,Encinitas,"Encinitas,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92024,,
1013769,Encino,"Encino,California,United States",21137,US,Neighborhood,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),91316,,
1013770,Escalon,"Escalon,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95320,,
1013771,Escondido,"Escondido,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),92027,,
1013772,Esparto,"Esparto,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95627,,
1013773,Etna,"Etna,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96027,,
1013774,Eureka,"Eureka,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95503,,
1013775,Exeter,"Exeter,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),93221,,
1013776,Fair Oaks,"Fair Oaks,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),95628,,
1013777,Fairfax,"Fairfax,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94930,,
1013778,Fairfield,"Fairfield,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),94533,,
1013779,Fall River Mills,"Fall River Mills,California,United States",21137,US,City,Active,(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),(not set),96028,,
