ZIP Code,City,County,Type,Population,ZIP Code
95463,Navarro,Mendocino,Standard,50,95463
95418,Calpella,Mendocino,P.O. Box,0,95418
95481,Talmage,Mendocino,P.O. Box,0,95481
93635,Los Banos,Merced,Standard,40550,93635
95301,Atwater,Merced,Standard,38675,95301
95340,Merced,Merced,Standard,36543,95340
95348,Merced,Merced,Standard,33888,95348
95341,Merced,Merced,Standard,32537,95341
95334,Livingston,Merced,Standard,16804,95334
95388,Winton,Merced,Standard,14114,95388
95315,Delhi,Merced,Standard,13707,95315
93620,Dos Palos,Merced,Standard,9388,93620
95322,Gustine,Merced,Standard,9367,95322
95324,Hilmar,Merced,Standard,7551,95324
95365,Planada,Merced,Standard,4795,95365
95333,Le Grand,Merced,Standard,2696,95333
95374,Stevinson,Merced,Standard,1847,95374
95369,Snelling,Merced,Standard,1080,95369
95317,El Nido,Merced,Standard,904,95317
93665,South Dos Palos,Merced,P.O. Box,882,93665
95303,Ballico,Merced,Standard,778,95303
95312,Cressey,Merced,P.O. Box,270,95312
95343,Merced,Merced,Standard,0,95343
95344,Merced,Merced,P.O. Box,0,95344
93661,Santa Rita Park,Merced,P.O. Box,0,93661
96101,Alturas,Modoc,Standard,5528,96101
96015,Canby,Modoc,Standard,647,96015
96104,Cedarville,Modoc,Standard,520,96104
96006,Adin,Modoc,Standard,359,96006
96112,Fort Bidwell,Modoc,Standard,295,96112
96054,Lookout,Modoc,P.O. Box,269,96054
96110,Eagleville,Modoc,P.O. Box,164,96110
96115,Lake City,Modoc,Standard,145,96115
96116,Likely,Modoc,P.O. Box,138,96116
96108,Davis Creek,Modoc,Standard,17,96108
93546,Mammoth Lakes,Mono,Standard,9346,93546
96107,Coleville,Mono,Standard,1122,96107
93517,Bridgeport,Mono,Standard,658,93517
93541,Lee Vining,Mono,P.O. Box,506,93541
93529,June Lake,Mono,P.O. Box,383,93529
93512,Benton,Mono,Standard,293,93512
96133,Topaz,Mono,Standard,183,96133
93906,Salinas,Monterey,Standard,65464,93906
93905,Salinas,Monterey,Standard,61251,93905
93955,Seaside,Monterey,Standard,34614,93955
93940,Monterey,Monterey,Standard,32554,93940
93901,Salinas,Monterey,Standard,27624,93901
93960,Soledad,Monterey,Standard,26788,93960
93933,Marina,Monterey,Standard,24388,93933
93907,Salinas,Monterey,Standard,22171,93907
93927,Greenfield,Monterey,Standard,18612,93927
93930,King City,Monterey,Standard,16914,93930
93950,Pacific Grove,Monterey,Standard,15650,93950
93923,Carmel,Monterey,Standard,12787,93923
93908,Salinas,Monterey,Standard,11490,93908
95012,Castroville,Monterey,Standard,10639,95012
93926,Gonzales,Monterey,Standard,9505,93926
93924,Carmel Valley,Monterey,Standard,6013,93924
93953,Pebble Beach,Monterey,Standard,4490,93953
95004,Aromas,Monterey,Standard,3978,95004
93921,Carmel By The Sea,Monterey,P.O. Box,3485,93921
93925,Chualar,Monterey,Standard,1913,93925
93426,Bradley,Monterey,Standard,1839,93426
93920,Big Sur,Monterey,Standard,1271,93920
95039,Moss Landing,Monterey,Standard,1063,95039
93450,San Ardo,Monterey,Standard,853,93450
93932,Lockwood,Monterey,P.O. Box,782,93932
93962,Spreckels,Monterey,P.O. Box,562,93962
93928,Jolon,Monterey,P.O. Box,401,93928
93954,San Lucas,Monterey,P.O. Box,346,93954
93922,Carmel,Monterey,P.O. Box,0,93922
93942,Monterey,Monterey,P.O. Box,0,93942
93943,Monterey,Monterey,Standard,0,93943
93944,Monterey,Monterey,P.O. Box,0,93944
93902,Salinas,Monterey,P.O. Box,0,93902
93912,Salinas,Monterey,P.O. Box,0,93912
93915,Salinas,Monterey,P.O. Box,0,93915
94558,Napa,Napa,Standard,68617,94558
94559,Napa,Napa,Standard,28089,94559
94503,American Canyon,Napa,Standard,20371,94503
94574,Saint Helena,Napa,Standard,9100,94574
94515,Calistoga,Napa,Standard,7785,94515
94508,Angwin,Napa,Standard,4176,94508
94599,Yountville,Napa,Standard,3117,94599
94567,Pope Valley,Napa,Standard,642,94567
94576,Deer Park,Napa,Standard,107,94576
94573,Rutherford,Napa,P.O. Box,20,94573
94581,Napa,Napa,P.O. Box,0,94581
94562,Oakville,Napa,P.O. Box,0,94562
95945,Grass Valley,Nevada,Standard,25462,95945
95949,Grass Valley,Nevada,Standard,19828,95949
96161,Truckee,Nevada,Standard,18369,96161
95959,Nevada City,Nevada,Standard,17595,95959
95946,Penn Valley,Nevada,Standard,9812,95946
95977,Smartsville,Nevada,Standard,2138,95977
95975,Rough And Ready,Nevada,Standard,1352,95975
95960,North San Juan,Nevada,Standard,726,95960
95728,Soda Springs,Nevada,P.O. Box,251,95728
95986,Washington,Nevada,P.O. Box,78,95986
96111,Floriston,Nevada,P.O. Box,59,96111
95724,Norden,Nevada,P.O. Box,18,95724
95924,Cedar Ridge,Nevada,P.O. Box,0,95924
95712,Chicago Park,Nevada,P.O. Box,0,95712
96160,Truckee,Nevada,P.O. Box,0,96160
96162,Truckee,Nevada,P.O. Box,0,96162
92683,Westminster,Orange,Standard,91758,92683
92704,Santa Ana,Orange,Standard,90525,92704
92804,Anaheim,Orange,Standard,88065,92804
92805,Anaheim,Orange,Standard,73140,92805
92703,Santa Ana,Orange,Standard,71963,92703
90631,La Habra,Orange,Standard,69579,90631
92801,Anaheim,Orange,Standard,67094,92801
92677,Laguna Niguel,Orange,Standard,66077,92677
92707,Santa Ana,Orange,Standard,62408,92707
92630,Lake Forest,Orange,Standard,62230,92630
92627,Costa Mesa,Orange,Standard,62184,92627
92647,Huntington Beach,Orange,Standard,62141,92647
92780,Tustin,Orange,Standard,61615,92780
92708,Fountain Valley,Orange,Standard,57779,92708
92840,Garden Grove,Orange,Standard,55928,92840
92646,Huntington Beach,Orange,Standard,55869,92646
92870,Placentia,Orange,Standard,53642,92870
92833,Fullerton,Orange,Standard,52950,92833
92656,Aliso Viejo,Orange,Standard,52372,92656
92701,Santa Ana,Orange,Standard,51732,92701
92626,Costa Mesa,Orange,Standard,51251,92626
92886,Yorba Linda,Orange,Standard,50543,92886
92691,Mission Viejo,Orange,Standard,50287,92691
90630,Cypress,Orange,Standard,49249,90630
92620,Irvine,Orange,Standard,48752,92620
92692,Mission Viejo,Orange,Standard,48485,92692
92648,Huntington Beach,Orange,Standard,47424,92648
92705,Santa Ana,Orange,Standard,46833,92705
90620,Buena Park,Orange,Standard,46038,90620
92843,Garden Grove,Orange,Standard,45198,92843
92688,Rancho Santa Margarita,Orange,Standard,45062,92688
92867,Orange,Orange,Standard,44545,92867
92802,Anaheim,Orange,Standard,42476,92802
92806,Anaheim,Orange,Standard,40174,92806
92821,Brea,Orange,Standard,37840,92821
92831,Fullerton,Orange,Standard,37686,92831
92675,San Juan Capistrano,Orange,Standard,36686,92675
92869,Orange,Orange,Standard,36598,92869
92660,Newport Beach,Orange,Standard,36406,92660
90621,Buena Park,Orange,Standard,36074,90621
92807,Anaheim,Orange,Standard,35980,92807
92706,Santa Ana,Orange,Standard,35276,92706
92618,Irvine,Orange,Standard,34704,92618
92672,San Clemente,Orange,Standard,34671,92672
92649,Huntington Beach,Orange,Standard,34276,92649
92841,Garden Grove,Orange,Standard,34228,92841
92679,Trabuco Canyon,Orange,Standard,32738,92679
92612,Irvine,Orange,Standard,32083,92612
92673,San Clemente,Orange,Standard,30537,92673
90680,Stanton,Orange,Standard,30530,90680
92653,Laguna Hills,Orange,Standard,29554,92653
92604,Irvine,Orange,Standard,28656,92604
92868,Orange,Orange,Standard,28148,92868
92694,Ladera Ranch,Orange,Standard,27582,92694
92629,Dana Point,Orange,Standard,27063,92629
92602,Irvine,Orange,Standard,26351,92602
92614,Irvine,Orange,Standard,25271,92614
92832,Fullerton,Orange,Standard,25182,92832
92651,Laguna Beach,Orange,Standard,24828,92651
90740,Seal Beach,Orange,Standard,24443,90740
92844,Garden Grove,Orange,Standard,24050,92844
92782,Tustin,Orange,Standard,23956,92782
92606,Irvine,Orange,Standard,23895,92606
92835,Fullerton,Orange,Standard,23513,92835
90720,Los Alamitos,Orange,Standard,22318,90720
92663,Newport Beach,Orange,Standard,21657,92663
92865,Orange,Orange,Standard,20993,92865
92603,Irvine,Orange,Standard,20741,92603
92808,Anaheim,Orange,Standard,20726,92808
92887,Yorba Linda,Orange,Standard,20143,92887
92617,Irvine,Orange,Standard,17232,92617
92845,Garden Grove,Orange,Standard,16917,92845
92637,Laguna Woods,Orange,Standard,16314,92637
90623,La Palma,Orange,Standard,15882,90623
92866,Orange,Orange,Standard,15388,92866
92625,Corona Del Mar,Orange,Standard,12323,92625
92610,Foothill Ranch,Orange,Standard,12025,92610
92657,Newport Coast,Orange,Standard,9947,92657
92655,Midway City,Orange,Standard,8846,92655
92624,Capistrano Beach,Orange,Standard,6314,92624
92861,Villa Park,Orange,Standard,5893,92861
92823,Brea,Orange,Standard,4104,92823
92661,Newport Beach,Orange,Standard,3426,92661
92662,Newport Beach,Orange,Standard,2799,92662
92676,Silverado,Orange,Standard,2088,92676
90742,Sunset Beach,Orange,P.O. Box,705,90742
92678,Trabuco Canyon,Orange,P.O. Box,518,92678
90743,Surfside,Orange,P.O. Box,248,90743
92698,Aliso Viejo,Orange,Unique,0,92698
92803,Anaheim,Orange,P.O. Box,0,92803
92809,Anaheim,Orange,Standard,0,92809
92812,Anaheim,Orange,P.O. Box,0,92812
92814,Anaheim,Orange,P.O. Box,0,92814
92815,Anaheim,Orange,P.O. Box,0,92815
92816,Anaheim,Orange,P.O. Box,0,92816
92817,Anaheim,Orange,P.O. Box,0,92817
92825,Anaheim,Orange,P.O. Box,0,92825
92850,Anaheim,Orange,Unique,0,92850
92899,Anaheim,Orange,Standard,0,92899
92811,Atwood,Orange,P.O. Box,0,92811
92822,Brea,Orange,P.O. Box,0,92822
90622,Buena Park,Orange,P.O. Box,0,90622
90624,Buena Park,Orange,P.O. Box,0,90624
92628,Costa Mesa,Orange,P.O. Box,0,92628
92650,East Irvine,Orange,P.O. Box,0,92650
92609,El Toro,Orange,P.O. Box,0,92609
92728,Fountain Valley,Orange,P.O. Box,0,92728
92834,Fullerton,Orange,P.O. Box,0,92834
92836,Fullerton,Orange,P.O. Box,0,92836
92837,Fullerton,Orange,P.O. Box,0,92837
92838,Fullerton,Orange,P.O. Box,0,92838
92842,Garden Grove,Orange,P.O. Box,0,92842
92846,Garden Grove,Orange,P.O. Box,0,92846
92605,Huntington Beach,Orange,P.O. Box,0,92605
92615,Huntington Beach,Orange,P.O. Box,0,92615
92616,Irvine,Orange,P.O. Box,0,92616
92619,Irvine,Orange,P.O. Box,0,92619
92623,Irvine,Orange,P.O. Box,0,92623
92697,Irvine,Orange,Unique,0,92697
90632,La Habra,Orange,P.O. Box,0,90632
90633,La Habra,Orange,P.O. Box,0,90633
92652,Laguna Beach,Orange,P.O. Box,0,92652
92654,Laguna Hills,Orange,P.O. Box,0,92654
92607,Laguna Niguel,Orange,P.O. Box,0,92607
90721,Los Alamitos,Orange,P.O. Box,0,90721
92690,Mission Viejo,Orange,P.O. Box,0,92690
92658,Newport Beach,Orange,P.O. Box,0,92658
92659,Newport Beach,Orange,P.O. Box,0,92659
92856,Orange,Orange,P.O. Box,0,92856
92857,Orange,Orange,P.O. Box,0,92857
92859,Orange,Orange,P.O. Box,0,92859
92862,Orange,Orange,Standard,0,92862
92863,Orange,Orange,P.O. Box,0,92863
92864,Orange,Orange,P.O. Box,0,92864
92871,Placentia,Orange,P.O. Box,0,92871
92674,San Clemente,Orange,P.O. Box,0,92674
92693,San Juan Capistrano,Orange,P.O. Box,0,92693
92702,Santa Ana,Orange,P.O. Box,0,92702
92711,Santa Ana,Orange,P.O. Box,0,92711
92712,Santa Ana,Orange,P.O. Box,0,92712
92735,Santa Ana,Orange,P.O. Box,0,92735
92799,Santa Ana,Orange,Standard,0,92799
92781,Tustin,Orange,P.O. Box,0,92781
92684,Westminster,Orange,P.O. Box,0,92684
92685,Westminster,Orange,P.O. Box,0,92685
92885,Yorba Linda,Orange,P.O. Box,0,92885
95747,Roseville,Placer,Standard,64320,95747
95648,Lincoln,Placer,Standard,51276,95648
95678,Roseville,Placer,Standard,42096,95678
95765,Rocklin,Placer,Standard,37134,95765
95661,Roseville,Placer,Standard,31085,95661
95603,Auburn,Placer,Standard,29083,95603
95677,Rocklin,Placer,Standard,24571,95677
95746,Granite Bay,Placer,Standard,23641,95746
95602,Auburn,Placer,Standard,18517,95602
95650,Loomis,Placer,Standard,13192,95650
95713,Colfax,Placer,Standard,9944,95713
95658,Newcastle,Placer,Standard,6811,95658
95631,Foresthill,Placer,Standard,6638,95631
95722,Meadow Vista,Placer,Standard,4791,95722
96143,Kings Beach,Placer,P.O. Box,3250,96143
95663,Penryn,Placer,Standard,2573,95663
96145,Tahoe City,Placer,P.O. Box,2406,96145
95681,Sheridan,Placer,Standard,1304,95681
95703,Applegate,Placer,Standard,1033,95703
96146,Olympic Valley,Placer,Standard,1030,96146
96148,Tahoe Vista,Placer,P.O. Box,853,96148
96140,Carnelian Bay,Placer,P.O. Box,816,96140
95701,Alta,Placer,P.O. Box,769,95701
96141,Homewood,Placer,P.O. Box,348,96141
95714,Dutch Flat,Placer,P.O. Box,325,95714
95736,Weimar,Placer,P.O. Box,209,95736
95717,Gold Run,Placer,P.O. Box,121,95717
95604,Auburn,Placer,P.O. Box,106,95604
95715,Emigrant Gap,Placer,P.O. Box,71,95715
95971,Quincy,Plumas,Standard,5913,95971
96122,Portola,Plumas,Standard,3629,96122
96020,Chester,Plumas,Standard,2457,96020
95947,Greenville,Plumas,Standard,1856,95947
96103,Blairsden Graeagle,Plumas,Standard,1445,96103
95983,Taylorsville,Plumas,Standard,401,95983
95934,Crescent Mills,Plumas,Standard,381,95934
95956,Meadow Valley,Plumas,P.O. Box,324,95956
96135,Vinton,Plumas,P.O. Box,190,96135
96106,Clio,Plumas,P.O. Box,165,96106
96129,Beckwourth,Plumas,Standard,144,96129
96105,Chilcoot,Plumas,Standard,90,96105
95984,Twain,Plumas,P.O. Box,41,95984
95923,Canyon Dam,Plumas,Standard,16,95923
95915,Belden,Plumas,P.O. Box,0,95915
95980,Storrie,Plumas,P.O. Box,0,95980
92503,Riverside,Riverside,Standard,94523,92503
92592,Temecula,Riverside,Standard,82551,92592
92509,Jurupa Valley,Riverside,Standard,81093,92509
92553,Moreno Valley,Riverside,Standard,74918,92553
92882,Corona,Riverside,Standard,71188,92882
92880,Corona,Riverside,Standard,68915,92880
92563,Murrieta,Riverside,Standard,64686,92563
92201,Indio,Riverside,Standard,64283,92201
92562,Murrieta,Riverside,Standard,63032,92562
92570,Perris,Riverside,Standard,60349,92570
92507,Riverside,Riverside,Standard,58017,92507
92504,Riverside,Riverside,Standard,57955,92504
92530,Lake Elsinore,Riverside,Standard,57204,92530
92571,Perris,Riverside,Standard,55814,92571
92234,Cathedral City,Riverside,Standard,53717,92234
92223,Beaumont,Riverside,Standard,52129,92223
92557,Moreno Valley,Riverside,Standard,51789,92557
92584,Menifee,Riverside,Standard,51523,92584
92505,Riverside,Riverside,Standard,50110,92505
92544,Hemet,Riverside,Standard,47880,92544
92506,Riverside,Riverside,Standard,45831,92506
92879,Corona,Riverside,Standard,45767,92879
92236,Coachella,Riverside,Standard,44523,92236
92555,Moreno Valley,Riverside,Standard,43436,92555
92545,Hemet,Riverside,Standard,41738,92545
92591,Temecula,Riverside,Standard,40601,92591
92253,La Quinta,Riverside,Standard,39955,92253
92508,Riverside,Riverside,Standard,39121,92508
92543,Hemet,Riverside,Standard,37825,92543
92240,Desert Hot Springs,Riverside,Standard,35434,92240
92260,Palm Desert,Riverside,Standard,34091,92260
92881,Corona,Riverside,Standard,34039,92881
92883,Corona,Riverside,Standard,33982,92883
92551,Moreno Valley,Riverside,Standard,33980,92551
92220,Banning,Riverside,Standard,33016,92220
92583,San Jacinto,Riverside,Standard,32682,92583
92595,Wildomar,Riverside,Standard,32647,92595
92203,Indio,Riverside,Standard,30945,92203
91752,Mira Loma,Riverside,Standard,30716,91752
92262,Palm Springs,Riverside,Standard,28377,92262
92596,Winchester,Riverside,Standard,28039,92596
92860,Norco,Riverside,Standard,26613,92860
92211,Palm Desert,Riverside,Standard,25015,92211
92532,Lake Elsinore,Riverside,Standard,22770,92532
92225,Blythe,Riverside,Standard,21966,92225
92501,Riverside,Riverside,Standard,21707,92501
92585,Menifee,Riverside,Standard,21077,92585
92586,Menifee,Riverside,Standard,20186,92586
92264,Palm Springs,Riverside,Standard,19664,92264
92270,Rancho Mirage,Riverside,Standard,17975,92270
92274,Thermal,Riverside,Standard,17298,92274
92587,Menifee,Riverside,Standard,17095,92587
92582,San Jacinto,Riverside,Standard,16437,92582
92254,Mecca,Riverside,Standard,11550,92254
92567,Nuevo,Riverside,Standard,10003,92567
92320,Calimesa,Riverside,Standard,8457,92320
92548,Homeland,Riverside,Standard,8256,92548
92241,Desert Hot Springs,Riverside,Standard,7936,92241
92276,Thousand Palms,Riverside,Standard,7278,92276
92210,Indian Wells,Riverside,Standard,5060,92210
92539,Anza,Riverside,Standard,4726,92539
92590,Temecula,Riverside,Standard,4090,92590
92230,Cabazon,Riverside,Standard,3962,92230
92536,Aguanga,Riverside,Standard,3013,92536
92549,Idyllwild,Riverside,P.O. Box,2689,92549
92561,Mountain Center,Riverside,Standard,1812,92561
92282,Whitewater,Riverside,Standard,1498,92282
92518,March Air Reserve Base,Riverside,Standard,1065,92518
92258,North Palm Springs,Riverside,P.O. Box,685,92258
92239,Desert Center,Riverside,P.O. Box,164,92239
92226,Blythe,Riverside,P.O. Box,0,92226
92235,Cathedral City,Riverside,P.O. Box,0,92235
92877,Corona,Riverside,P.O. Box,0,92877
92878,Corona,Riverside,P.O. Box,0,92878
92546,Hemet,Riverside,P.O. Box,0,92546
92202,Indio,Riverside,P.O. Box,0,92202
92247,La Quinta,Riverside,P.O. Box,0,92247
92248,La Quinta,Riverside,P.O. Box,0,92248
92531,Lake Elsinore,Riverside,P.O. Box,0,92531
92552,Moreno Valley,Riverside,P.O. Box,0,92552
92554,Moreno Valley,Riverside,P.O. Box,0,92554
92556,Moreno Valley,Riverside,P.O. Box,0,92556
92564,Murrieta,Riverside,P.O. Box,0,92564
92255,Palm Desert,Riverside,P.O. Box,0,92255
92261,Palm Desert,Riverside,P.O. Box,0,92261
92263,Palm Springs,Riverside,P.O. Box,0,92263
92572,Perris,Riverside,P.O. Box,0,92572
92599,Perris,Riverside,Unique,0,92599
92502,Riverside,Riverside,P.O. Box,0,92502
92513,Riverside,Riverside,P.O. Box,0,92513
92514,Riverside,Riverside,P.O. Box,0,92514
92516,Riverside,Riverside,P.O. Box,0,92516
92517,Riverside,Riverside,P.O. Box,0,92517
92519,Riverside,Riverside,P.O. Box,0,92519
92521,Riverside,Riverside,Unique,0,92521
92522,Riverside,Riverside,Unique,0,92522
92581,San Jacinto,Riverside,P.O. Box,0,92581
92589,Temecula,Riverside,P.O. Box,0,92589
92593,Temecula,Riverside,P.O. Box,0,92593
95823,Sacramento,Sacramento,Standard,78398,95823
95630,Folsom,Sacramento,Standard,75864,95630
95624,Elk Grove,Sacramento,Standard,65447,95624
95758,Elk Grove,Sacramento,Standard,63977,95758
95608,Carmichael,Sacramento,Standard,61365,95608
95828,Sacramento,Sacramento,Standard,60988,95828
95670,Rancho Cordova,Sacramento,Standard,54348,95670
95757,Elk Grove,Sacramento,Standard,48242,95757
95843,Antelope,Sacramento,Standard,47088,95843
95610,Citrus Heights,Sacramento,Standard,45429,95610
95822,Sacramento,Sacramento,Standard,45349,95822
95831,Sacramento,Sacramento,Standard,42218,95831
95621,Citrus Heights,Sacramento,Standard,41893,95621
95628,Fair Oaks,Sacramento,Standard,40882,95628
95833,Sacramento,Sacramento,Standard,40569,95833
95835,Sacramento,Sacramento,Standard,38607,95835
95838,Sacramento,Sacramento,Standard,38051,95838
95826,Sacramento,Sacramento,Standard,37701,95826
95820,Sacramento,Sacramento,Standard,36624,95820
95821,Sacramento,Sacramento,Standard,35734,95821
95660,North Highlands,Sacramento,Standard,35397,95660
95825,Sacramento,Sacramento,Standard,34201,95825
95842,Sacramento,Sacramento,Standard,31971,95842
95662,Orangevale,Sacramento,Standard,31738,95662
95632,Galt,Sacramento,Standard,31523,95632
95824,Sacramento,Sacramento,Standard,30935,95824
95829,Sacramento,Sacramento,Standard,27417,95829
95834,Sacramento,Sacramento,Standard,27089,95834
95815,Sacramento,Sacramento,Standard,25606,95815
95864,Sacramento,Sacramento,Standard,23458,95864
95827,Sacramento,Sacramento,Standard,21005,95827
95818,Sacramento,Sacramento,Standard,20946,95818
95841,Sacramento,Sacramento,Standard,20551,95841
95819,Sacramento,Sacramento,Standard,19134,95819
95816,Sacramento,Sacramento,Standard,17143,95816
95673,Rio Linda,Sacramento,Standard,15604,95673
95817,Sacramento,Sacramento,Standard,13277,95817
95832,Sacramento,Sacramento,Standard,11389,95832
95742,Rancho Cordova,Sacramento,Standard,11119,95742
95814,Sacramento,Sacramento,Standard,11023,95814
95693,Wilton,Sacramento,Standard,6408,95693
95683,Sloughhouse,Sacramento,Standard,6173,95683
95626,Elverta,Sacramento,Standard,6030,95626
95811,Sacramento,Sacramento,Standard,5874,95811
95655,Mather,Sacramento,Standard,4091,95655
95690,Walnut Grove,Sacramento,Standard,2346,95690
95638,Herald,Sacramento,Standard,2204,95638
95641,Isleton,Sacramento,Standard,1657,95641
95615,Courtland,Sacramento,Standard,1015,95615
95830,Sacramento,Sacramento,Standard,963,95830
95652,Mcclellan,Sacramento,Standard,876,95652
95639,Hood,Sacramento,P.O. Box,309,95639
95837,Sacramento,Sacramento,Standard,237,95837
95680,Ryde,Sacramento,P.O. Box,116,95680
95609,Carmichael,Sacramento,P.O. Box,0,95609
95611,Citrus Heights,Sacramento,P.O. Box,0,95611
95759,Elk Grove,Sacramento,P.O. Box,0,95759
95763,Folsom,Sacramento,P.O. Box,0,95763
95741,Rancho Cordova,Sacramento,P.O. Box,0,95741
95671,Represa,Sacramento,Unique,0,95671
94203,Sacramento,Sacramento,Unique,0,94203
94204,Sacramento,Sacramento,Unique,0,94204
94205,Sacramento,Sacramento,Unique,0,94205
94206,Sacramento,Sacramento,Unique,0,94206
94207,Sacramento,Sacramento,Unique,0,94207
94208,Sacramento,Sacramento,Unique,0,94208
94209,Sacramento,Sacramento,Unique,0,94209
94211,Sacramento,Sacramento,Unique,0,94211
94229,Sacramento,Sacramento,Unique,0,94229
94230,Sacramento,Sacramento,Unique,0,94230
94232,Sacramento,Sacramento,Unique,0,94232
94234,Sacramento,Sacramento,Unique,0,94234
94235,Sacramento,Sacramento,Unique,0,94235
94236,Sacramento,Sacramento,Unique,0,94236
94237,Sacramento,Sacramento,Unique,0,94237
94239,Sacramento,Sacramento,Unique,0,94239
94240,Sacramento,Sacramento,Unique,0,94240
94244,Sacramento,Sacramento,Unique,0,94244
94245,Sacramento,Sacramento,Unique,0,94245
94247,Sacramento,Sacramento,Unique,0,94247
94248,Sacramento,Sacramento,Unique,0,94248
94249,Sacramento,Sacramento,Unique,0,94249
94250,Sacramento,Sacramento,Unique,0,94250
94252,Sacramento,Sacramento,Unique,0,94252
94254,Sacramento,Sacramento,Unique,0,94254
94256,Sacramento,Sacramento,Unique,0,94256
94257,Sacramento,Sacramento,Unique,0,94257
94258,Sacramento,Sacramento,Unique,0,94258
94259,Sacramento,Sacramento,Unique,0,94259
94261,Sacramento,Sacramento,Unique,0,94261
94262,Sacramento,Sacramento,Unique,0,94262
94263,Sacramento,Sacramento,Unique,0,94263
94267,Sacramento,Sacramento,Unique,0,94267
94268,Sacramento,Sacramento,Unique,0,94268
94269,Sacramento,Sacramento,Unique,0,94269
94271,Sacramento,Sacramento,Unique,0,94271
94273,Sacramento,Sacramento,Unique,0,94273
94274,Sacramento,Sacramento,Unique,0,94274
94277,Sacramento,Sacramento,Unique,0,94277
94278,Sacramento,Sacramento,Unique,0,94278
94279,Sacramento,Sacramento,Unique,0,94279
94280,Sacramento,Sacramento,Unique,0,94280
94282,Sacramento,Sacramento,Unique,0,94282
94283,Sacramento,Sacramento,Unique,0,94283
94284,Sacramento,Sacramento,Unique,0,94284
94285,Sacramento,Sacramento,Unique,0,94285
94287,Sacramento,Sacramento,Unique,0,94287
94288,Sacramento,Sacramento,Unique,0,94288
94289,Sacramento,Sacramento,Unique,0,94289
94290,Sacramento,Sacramento,Unique,0,94290
94291,Sacramento,Sacramento,Unique,0,94291
94293,Sacramento,Sacramento,Unique,0,94293
94294,Sacramento,Sacramento,Unique,0,94294
94295,Sacramento,Sacramento,Unique,0,94295
94296,Sacramento,Sacramento,Unique,0,94296
94297,Sacramento,Sacramento,Unique,0,94297
94298,Sacramento,Sacramento,Unique,0,94298
94299,Sacramento,Sacramento,Unique,0,94299
95812,Sacramento,Sacramento,P.O. Box,0,95812
95813,Sacramento,Sacramento,P.O. Box,0,95813
95836,Sacramento,Sacramento,Standard,0,95836
95840,Sacramento,Sacramento,Unique,0,95840
95851,Sacramento,Sacramento,P.O. Box,0,95851
95852,Sacramento,Sacramento,P.O. Box,0,95852
95853,Sacramento,Sacramento,P.O. Box,0,95853
95860,Sacramento,Sacramento,P.O. Box,0,95860
95865,Sacramento,Sacramento,P.O. Box,0,95865
95866,Sacramento,Sacramento,P.O. Box,0,95866
95867,Sacramento,Sacramento,Unique,0,95867
95894,Sacramento,Sacramento,Unique,0,95894
95899,Sacramento,Sacramento,P.O. Box,0,95899
95023,Hollister,San Benito,Standard,51846,95023
95045,San Juan Bautista,San Benito,Standard,4274,95045
95043,Paicines,San Benito,Standard,663,95043
95075,Tres Pinos,San Benito,Standard,425,95075
95024,Hollister,San Benito,P.O. Box,0,95024
92335,Fontana,San Bernardino,Standard,99791,92335
92336,Fontana,San Bernardino,Standard,94327,92336
91710,Chino,San Bernardino,Standard,88862,91710
92376,Rialto,San Bernardino,Standard,86937,92376
92345,Hesperia,San Bernardino,Standard,80910,92345
91709,Chino Hills,San Bernardino,Standard,78025,91709
91730,Rancho Cucamonga,San Bernardino,Standard,70545,91730
92407,San Bernardino,San Bernardino,Standard,67302,92407
92404,San Bernardino,San Bernardino,Standard,60850,92404
91761,Ontario,San Bernardino,Standard,60560,91761
92346,Highland,San Bernardino,Standard,60424,92346
91762,Ontario,San Bernardino,Standard,59433,91762
92324,Colton,San Bernardino,Standard,58650,92324
92392,Victorville,San Bernardino,Standard,57678,92392
92399,Yucaipa,San Bernardino,Standard,54027,92399
91764,Ontario,San Bernardino,Standard,53750,91764
91786,Upland,San Bernardino,Standard,53339,91786
92410,San Bernardino,San Bernardino,Standard,46063,92410
92374,Redlands,San Bernardino,Standard,42579,92374
92395,Victorville,San Bernardino,Standard,41785,92395
92308,Apple Valley,San Bernardino,Standard,41442,92308
91701,Rancho Cucamonga,San Bernardino,Standard,39628,91701
91739,Rancho Cucamonga,San Bernardino,Standard,39069,91739
92337,Fontana,San Bernardino,Standard,38938,92337
92307,Apple Valley,San Bernardino,Standard,38304,92307
91763,Montclair,San Bernardino,Standard,38211,91763
92394,Victorville,San Bernardino,Standard,35528,92394
92373,Redlands,San Bernardino,Standard,34063,92373
92311,Barstow,San Bernardino,Standard,33938,92311
92301,Adelanto,San Bernardino,Standard,33347,92301
92405,San Bernardino,San Bernardino,Standard,30366,92405
92316,Bloomington,San Bernardino,Standard,29304,92316
92411,San Bernardino,San Bernardino,Standard,26239,92411
92284,Yucca Valley,San Bernardino,Standard,26000,92284
91784,Upland,San Bernardino,Standard,25908,91784
91737,Rancho Cucamonga,San Bernardino,Standard,25759,91737
92277,Twentynine Palms,San Bernardino,Standard,23978,92277
92344,Hesperia,San Bernardino,Standard,23275,92344
92354,Loma Linda,San Bernardino,Standard,21341,92354
92377,Rialto,San Bernardino,Standard,19490,92377
92371,Phelan,San Bernardino,Standard,17799,92371
