Contemporary Art Practice: Studio Practice,Graduate Program,https://www.pdx.edu/academics/programs/graduate/contemporary-art-practice-studio-practice,Liberal Arts,pdx067,pdx.emsicc.com/program-code/pdx067,"<!-- Contemporary Art Practice: Studio Practice -->
  <div id=""program-widget-27d949-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-27d949',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx067',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Contemporary%20Art%20Practice%3A%20Studio%20Practice%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Counseling: Clinical Mental Health,Graduate Program,https://www.pdx.edu/academics/programs/graduate/counseling-clinical-mental-health,Health,pdx068,pdx.emsicc.com/program-code/pdx068,"<!-- Counseling: Clinical Mental Health -->
  <div id=""program-widget-eedb52-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-eedb52',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx068',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Counseling%3A%20Clinical%20Mental%20Health%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Counseling: Clinical Rehabilitation,Graduate Program,https://www.pdx.edu/academics/programs/graduate/counseling-clinical-rehabilitation,Health,pdx069,pdx.emsicc.com/program-code/pdx069,"<!-- Counseling: Clinical Rehabilitation -->
  <div id=""program-widget-c59919-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-c59919',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx069',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Counseling%3A%20Clinical%20Rehabilitation%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
"Counseling: Marriage, Couple, and Family Counseling",Graduate Program,https://www.pdx.edu/academics/programs/graduate/counseling-marriage-couple-and-family-counseling,Health,pdx070,pdx.emsicc.com/program-code/pdx070,"<!-- Counseling: Marriage, Couple, and Family Counseling -->
  <div id=""program-widget-9af7b4-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-9af7b4',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx070',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Counseling%3A%20Marriage%2C%20Couple%2C%20and%20Family%20Counseling%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Counseling: School Counseling,Graduate Program,https://www.pdx.edu/academics/programs/graduate/counseling-school-counseling,Education,pdx071,pdx.emsicc.com/program-code/pdx071,"<!-- Counseling: School Counseling -->
  <div id=""program-widget-e8182a-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-e8182a',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx071',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Counseling%3A%20School%20Counseling%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Creative Writing,Graduate Program,https://www.pdx.edu/academics/programs/graduate/creative-writing,Liberal Arts,pdx073,pdx.emsicc.com/program-code/pdx073,"<!-- Creative Writing -->
  <div id=""program-widget-5ea973-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-5ea973',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx072',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Creative%20Writing%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Creative Writing,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/creative-writing,Liberal Arts,pdx072,pdx.emsicc.com/program-code/pdx072,"<!-- Creative Writing -->
  <div id=""program-widget-09f549-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-09f549',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx073',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Creative%20Writing%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Criminology and Criminal Justice,Graduate Program,https://www.pdx.edu/academics/programs/graduate/criminology-and-criminal-justice,"Law, Government and Public Service",pdx075,pdx.emsicc.com/program-code/pdx075,"<!-- Criminology and Criminal Justice -->
  <div id=""program-widget-249899-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-249899',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx074',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Criminology and Criminal Justice,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice,"Law, Government and Public Service",pdx074,pdx.emsicc.com/program-code/pdx074,"<!-- Criminology and Criminal Justice -->
  <div id=""program-widget-351eb2-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-351eb2',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx075',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Criminology and Criminal Justice Online,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice-online,"Law, Government and Public Service",pdx076,pdx.emsicc.com/program-code/pdx076,"<!-- Criminology and Criminal Justice Online -->
  <div id=""program-widget-9fb593-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-9fb593',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx076',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Online%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Criminology and Criminal Justice Postbac,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice-postbac,"Law, Government and Public Service",pdx077,pdx.emsicc.com/program-code/pdx077,"<!-- Criminology and Criminal Justice Postbac -->
  <div id=""program-widget-0fc385-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-0fc385',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx077',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Postbac%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Criminology and Criminal Justice Postbac Online,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/criminology-and-criminal-justice-postbac-online,"Law, Government and Public Service",pdx078,pdx.emsicc.com/program-code/pdx078,"<!-- Criminology and Criminal Justice Postbac Online -->
  <div id=""program-widget-eae0d7-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-eae0d7',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx078',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Criminology%20and%20Criminal%20Justice%20Postbac%20Online%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Cultural History of the Arts,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/cultural-history-arts,Liberal Arts,pdx079,pdx.emsicc.com/program-code/pdx079,"<!-- Cultural History of the Arts -->
  <div id=""program-widget-65c2c8-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-65c2c8',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx079',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Cultural%20History%20of%20the%20Arts%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Curriculum and Instruction,Graduate Program,https://www.pdx.edu/academics/programs/graduate/curriculum-and-instruction,Education,pdx080,pdx.emsicc.com/program-code/pdx080,"<!-- Curriculum and Instruction -->
  <div id=""program-widget-fbbbb7-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-fbbbb7',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx080',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Curriculum%20and%20Instruction%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Cybersecurity,Graduate Program,https://www.pdx.edu/academics/programs/graduate/cybersecurity-graduate-certificate,STEM,pdx081,pdx.emsicc.com/program-code/pdx081,"<!-- Cybersecurity -->
  <div id=""program-widget-4ae984-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-4ae984',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx081',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Cybersecurity%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Data Science,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/data-science,STEM,pdx082,pdx.emsicc.com/program-code/pdx082,"<!-- Data Science -->
  <div id=""program-widget-b3f004-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-b3f004',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx082',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Data%20Science%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Design Management Minor for Advertising Majors,Minor,https://www.pdx.edu/academics/programs/undergraduate/design-management-minor-advertising-majors,Business and Marketing,pdx083,pdx.emsicc.com/program-code/pdx083,"<!-- Design Management Minor for Advertising Majors -->
  <div id=""program-widget-68c604-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-68c604',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx083',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Design%20Management%20Minor%20for%20Advertising%20Majors%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Early Childhood: Inclusive Education,Graduate Program,https://www.pdx.edu/academics/programs/graduate/early-childhood-inclusive-education,Education,pdx084,pdx.emsicc.com/program-code/pdx084,"<!-- Early Childhood: Inclusive Education -->
  <div id=""program-widget-31362b-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-31362b',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx084',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Early%20Childhood%3A%20Inclusive%20Education%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Early Intervention Special Education,Graduate Program,https://www.pdx.edu/academics/programs/graduate/early-intervention-special-education,Education,pdx085,pdx.emsicc.com/program-code/pdx085,"<!-- Early Intervention Special Education -->
  <div id=""program-widget-a24016-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-a24016',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx085',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Early%20Intervention%20Special%20Education%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Earth Data Science Minor,Minor,https://www.pdx.edu/academics/programs/undergraduate/earth-data-science,STEM,pdx086,pdx.emsicc.com/program-code/pdx086,"<!-- Earth Data Science Minor -->
  <div id=""program-widget-7b32bf-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-7b32bf',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx086',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%20Data%20Science%20Minor%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Earth Science,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/earth-science,STEM,pdx087,pdx.emsicc.com/program-code/pdx087,"<!-- Earth Science -->
  <div id=""program-widget-0f66ff-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-0f66ff',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx087',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%20Science%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
"Earth, Environment and Society",Graduate Program,https://www.pdx.edu/academics/programs/graduate/earth-environment-and-society,STEM,pdx088,pdx.emsicc.com/program-code/pdx088,"<!-- Earth, Environment and Society -->
  <div id=""program-widget-cb87ae-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-cb87ae',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx088',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Earth%2C%20Environment%20and%20Society%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Econometric and Data Analysis,Graduate Program,https://www.pdx.edu/academics/programs/graduate/econometric-and-data-analysis,STEM,pdx089,pdx.emsicc.com/program-code/pdx089,"<!-- Econometric and Data Analysis -->
  <div id=""program-widget-699fe3-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-699fe3',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx089',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Econometric%20and%20Data%20Analysis%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Economics,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/economics,"Law, Government and Public Service",pdx090,pdx.emsicc.com/program-code/pdx090,"<!-- Economics -->
  <div id=""program-widget-090ee3-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-090ee3',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx090',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Economics%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Economics,Graduate Program,https://www.pdx.edu/academics/programs/graduate/economics,"Law, Government and Public Service",pdx091,pdx.emsicc.com/program-code/pdx091,"<!-- Economics -->
  <div id=""program-widget-05e73b-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-05e73b',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx091',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Economics%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Educational Leadership,Graduate Program,https://www.pdx.edu/academics/programs/graduate/educational-leadership,Education,pdx092,pdx.emsicc.com/program-code/pdx092,"<!-- Educational Leadership -->
  <div id=""program-widget-468642-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-468642',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx092',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Educational%20Leadership%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Electrical and Computer Engineering,Graduate Program,https://www.pdx.edu/academics/programs/graduate/electrical-and-computer-engineering,STEM,pdx093,pdx.emsicc.com/program-code/pdx093,"<!-- Electrical and Computer Engineering -->
  <div id=""program-widget-8f5923-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-8f5923',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx093',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Electrical%20and%20Computer%20Engineering%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Electrical Engineering,Undergraduate Degree,https://www.pdx.edu/academics/programs/undergraduate/electrical-engineering,STEM,pdx094,pdx.emsicc.com/program-code/pdx094,"<!-- Electrical Engineering -->
  <div id=""program-widget-86eb29-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-86eb29',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx094',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Electrical%20Engineering%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
Elementary Education Minor,Minor,https://www.pdx.edu/academics/programs/undergraduate/elementary-education-minor,Education,pdx095,pdx.emsicc.com/program-code/pdx095,"<!-- Elementary Education Minor -->
  <div id=""program-widget-bb5d7f-wrapper"" style=""height:100%"" >
  <script type=""text/javascript"" src=""https://widget.emsicc.com/scripts.js""></script>
  <script> generateWidget({clientId:'pdx',hasAllLocations:'true',hasCareerList:'false',hasEmployment:'true',hasImages:'true',hasJobOpenings:'true',hasNationalData:'true',hasOutlook:'true',hasSkills:'true',hasVisitButton:'false',hasWages:'true',id:'program-widget-bb5d7f',isHourlyWage:'false',labelSet:'default',locationName:'Portland',orderCareersBy:'None',primaryColor:'%236A7F11',programs:'pdx095',
  title:'pdx widget',visitButtonColor:'%236A7F11',headingText:'At%20Portland%20State%20University%2C%20our%20students%20who%20study%20%23Elementary%20Education%20Minor%23%20can%20go%20into%20these%20careers%3A'})
  </script>
  </div>"
